,SHANGHAI SE A SHARE - PRICE INDEX,MSCI INDONESIA - PRICE INDEX,KOREA SE COMPOSITE (KOSPI) - PRICE INDEX,MSCI MALAYSIA - PRICE INDEX,PHILIPPINE SE I(PSEi) - PRICE INDEX,TAIWAN SE WEIGHED TAIEX - PRICE INDEX,MSCI THAILAND - PRICE INDEX
2/12/2004,1399.699,1327.069,884.1,341.594,1816.99,5867.95,257.691
3/12/2004,1403.924,1300.266,882.55,340.012,1816.99,5893.27,259.564
6/12/2004,1406.511,1301.077,870.75,339.21,1803.37,5919.17,259.564
7/12/2004,1389.676,1309.997,861.07,338.198,1799.08,5925.28,255.154
8/12/2004,1392.488,1308.144,871.74,334.918,1801.18,5892.51,250.886
9/12/2004,1405.51,1284.255,861.31,331.885,1793.68,5913.97,252.024
10/12/2004,1383.281,1254.636,844.85,332.06,1753.47,5911.63,252.024
13/12/2004,1374.939,1238.564,844.2,332.624,1748.33,5878.89,251.645
14/12/2004,1372.773,1215.793,849.4,332.505,1775.73,5909.65,253.287
15/12/2004,1378.54,1242.898,868.84,335.677,1794.89,6002.58,258.562
16/12/2004,1370.122,1274.269,873.7,335.282,1820.82,6019.23,260.814
17/12/2004,1354.81,1301.36,875.13,335.126,1806.33,6009.32,265.456
20/12/2004,1339.05,1289.948,884.31,337.46,1786.25,5985.94,268.886
21/12/2004,1338.747,1300.261,882.82,336.342,1775.45,5987.85,266.06
22/12/2004,1372.812,1312.25,883.38,334.633,1789.74,6001.52,267.062
23/12/2004,1346.584,1310.178,876.88,336.925,1807.49,5997.67,265.344
24/12/2004,1349.02,1310.178,879.92,336.137,1807.49,6019.42,265.21
27/12/2004,1344.009,1323.936,876.98,336.006,1807.49,5985.94,262.941
28/12/2004,1342.604,1330.477,878.43,335.159,1825.98,6000.57,261.543
29/12/2004,1337.725,1336.552,884.27,336.175,1822.83,6088.49,262.504
30/12/2004,1337.156,1323.975,895.92,337.539,1822.83,6100.86,263.879
31/12/2004,1330.185,1323.975,895.92,335.931,1822.83,6139.69,263.879
3/01/2005,1330.185,1326.531,893.71,335.558,1846.9,6143.12,263.879
4/01/2005,1305.053,1352.263,886.9,334.78,1873.07,6060.46,272.734
5/01/2005,1314.377,1349.17,885.19,335.963,1875.37,5988.37,272.988
6/01/2005,1300.875,1375.66,871.28,336.439,1859.8,5982.12,276.352
7/01/2005,1306.478,1378.944,870.84,338.994,1851.78,5935.99,276.154
10/01/2005,1314.627,1352.109,874.18,340.107,1840.47,5942.85,274.683
11/01/2005,1320.038,1337.261,884.29,345.097,1845.83,5975.66,272.088
12/01/2005,1319.498,1329.802,880.03,346.17,1820.57,5879.08,272.748
13/01/2005,1318.793,1354.992,885.54,346.923,1865.11,5853.94,272.378
14/01/2005,1307.563,1355.03,905.1,345.763,1876.03,5889.52,275.572
17/01/2005,1276.987,1364.466,923.08,347.052,1909.18,5945.27,279.13
18/01/2005,1286.258,1351.652,920.57,348.273,1905.45,5933.57,279.125
19/01/2005,1278.563,1363.926,916.27,347.785,1946.89,5895.35,277.69
20/01/2005,1264.051,1374.457,909.37,346.75,1956.82,5888.1,277.947
21/01/2005,1295.838,1374.457,919.61,346.75,1987.84,5848.91,273.981
24/01/2005,1318.125,1365.781,923.11,343.777,2015.25,5771.48,272.245
25/01/2005,1316.612,1358.258,915.1,342.203,1990.29,5782.75,275.517
26/01/2005,1303.77,1374.868,927,343.122,1970.28,5835.37,276.126
27/01/2005,1286.839,1383.795,924.87,341.659,1991.39,5842.76,273.569
28/01/2005,1273.983,1386.91,921.59,341.416,2014.61,5879.93,273.518
31/01/2005,1251.142,1382.052,932.7,341.095,2019.56,5994.23,273.092
1/02/2005,1248.432,1390.108,923.69,341.095,1992.46,5981.54,276.534
2/02/2005,1315.218,1390.477,921.44,342.059,1989.65,6018.69,277.133
3/02/2005,1304.408,1382.825,928.79,342.633,2000.22,6034.6,279.429
4/02/2005,1332.441,1384.613,933.55,338.597,1995.57,6034.6,280.896
7/02/2005,1332.441,1373.313,949.19,340.719,2016.84,6034.6,284.374
8/02/2005,1332.441,1363.064,949.19,341.198,2030.08,6034.6,286.355
9/02/2005,1332.441,1363.064,949.19,341.198,2028.86,6034.6,287.386
10/02/2005,1332.441,1363.064,949.19,341.198,2048.24,6034.6,287.458
11/02/2005,1332.441,1371.967,947.23,341.198,2061.48,6034.6,283.699
14/02/2005,1332.441,1380.598,964.79,342.69,2084.5,6112.4,284.715
15/02/2005,1332.441,1415.102,968.88,342.871,2090.1,6122.39,287.267
16/02/2005,1342.979,1420.311,971.56,342.425,2078.48,6143.49,287.709
17/02/2005,1340.03,1432.063,972.56,339.833,2096.99,6072.16,285.469
18/02/2005,1321.872,1440.934,984.1,338.391,2085.93,6115.43,287.111
21/02/2005,1348.786,1437.644,988.71,337.432,2022.66,6142.78,283.819
22/02/2005,1374.548,1444.903,977.8,337.661,1992.27,6107.17,286.75
23/02/2005,1374.751,1449.869,968.43,335.693,2042.78,6121.52,286.75
24/02/2005,1375.256,1454.632,987.1,337.057,2073.19,6128.34,290.214
25/02/2005,1377.6,1422.672,996.95,336.586,2073.19,6207.83,291.876
28/02/2005,1370.972,1406.838,1011.36,338.076,2079.99,6207.83,292.828
1/03/2005,1368.168,1432.765,1011.36,334.495,2088.95,6259.69,289.611
2/03/2005,1351.304,1411.95,1007.48,331.354,2068.42,6225.25,282.571
3/03/2005,1358.361,1426.059,1010.92,330.379,2093.27,6202.38,282.42
4/03/2005,1351.449,1441.826,1012.96,329.202,2124.69,6193.62,285.272
7/03/2005,1357.855,1446.863,1007.5,331.076,2166.1,6220.52,289.37
8/03/2005,1383.676,1462.445,1000.28,333.318,2149.06,6173.34,283.568
9/03/2005,1381.919,1464.055,1008.79,335.642,2157.14,6213.28,283.168
10/03/2005,1349.805,1444.708,998.66,334.396,2137.42,6192.53,281.194
11/03/2005,1353.692,1444.708,1022.79,335.372,2137.39,6204.23,276.168
14/03/2005,1357.481,1470.528,1019.69,334.569,2115.61,6155.51,271.374
15/03/2005,1331.82,1466.871,993.13,333.001,2106.31,6063.48,271.145
16/03/2005,1317.504,1491.101,993.13,332.635,2099.12,6072.36,276.945
17/03/2005,1304.684,1488.82,980.05,333.089,2100.11,6032.47,276.316
18/03/2005,1287.863,1493.831,979.72,330.793,2050.28,6043.95,278.493
21/03/2005,1291.735,1501.672,979.27,327.248,2033.78,6058.96,275.524
22/03/2005,1266.416,1504.102,980.41,324.698,1999.15,6018.79,272.84
23/03/2005,1260.747,1493.55,966.81,325.941,1999.15,6019.49,269.764
24/03/2005,1267.59,1458.268,956.33,326.603,1999.15,6001,266.879
25/03/2005,1265.031,1458.268,965.3,326.469,1999.15,6065.91,267.435
28/03/2005,1259.218,1445.975,977.7,327.175,1986.95,6048.74,264.918
29/03/2005,1253.752,1410.918,958.96,325.867,1931.98,5961.24,263.606
30/03/2005,1230.134,1402.876,955.45,324.624,1951.38,5957.98,262.504
31/03/2005,1239.274,1422.789,965.68,322.316,1954.69,6005.88,265.997
1/04/2005,1283.711,1447.194,981.9,322.536,1966.29,6028.75,271.475
4/04/2005,1261.93,1459.602,982.5,319.98,1994.36,6019.93,266.245
5/04/2005,1250.089,1453.263,982.5,320.349,1962.7,6019.93,265.763
6/04/2005,1274.296,1457.077,988,316.939,1962.38,6013.49,265.763
7/04/2005,1285.279,1466.92,988.9,317.428,1914.22,5971.76,265.385
8/04/2005,1309.536,1459.857,992.17,318.177,1906.69,6024.07,268.032
11/04/2005,1301.65,1457.108,985.94,320.403,1896.72,5979.42,272.786
12/04/2005,1279.239,1459.184,981.79,318.84,1927.82,5993.89,274.675
13/04/2005,1309.354,1466.798,981.31,321.659,1916.58,5998.08,274.675
14/04/2005,1294.794,1458.569,953.92,322.382,1887.47,5976.68,274.675
15/04/2005,1276.471,1442.904,947.22,321.666,1864.06,5888.37,274.675
18/04/2005,1256.312,1399.712,925,318.677,1818.87,5715.16,265.198
19/04/2005,1258.621,1403.072,932.45,318.957,1834.06,5748.35,265.151
20/04/2005,1242.029,1419.455,937.36,320.029,1854.97,5693.01,268.088
21/04/2005,1229.824,1393.311,939.14,320.029,1841.94,5721.99,266.49
22/04/2005,1226.327,1393.311,940.79,322.76,1868.13,5747.09,265.324
25/04/2005,1214.65,1362.981,946.17,320.472,1860.56,5758.31,259.771
26/04/2005,1222.36,1378.667,944.46,320.474,1858.14,5805.25,258.449
27/04/2005,1205.088,1376.07,930.16,320.374,1830.32,5778.27,260.784
28/04/2005,1226.541,1381.998,917.73,320.921,1838.16,5842.27,257.511
29/04/2005,1216.204,1369.729,911.3,323.194,1854.63,5818.07,257.57
2/05/2005,1216.204,1364.594,918.42,323.194,1854.63,5818.07,257.57
3/05/2005,1216.204,1370.164,913.82,327.205,1865.11,5818.22,262.074
4/05/2005,1216.204,1393.907,929.35,331.25,1866.17,5803.68,264.953
5/05/2005,1216.204,1393.907,929.35,332.092,1893.2,5927.5,264.953
6/05/2005,1216.204,1422.666,940.85,330.701,1913.77,5967.96,271.686
9/05/2005,1186.896,1441.929,935.2,330.646,1946.77,5966.85,270.338
10/05/2005,1191.896,1433.487,934.28,330.833,1931.54,5949.8,267.06
11/05/2005,1180.101,1411.24,923.38,329.58,1921.33,5917.13,267.195
12/05/2005,1158.725,1419.086,921.21,327.286,1911.75,5934.6,266.474
13/05/2005,1162.543,1414.012,923.19,326.102,1882.39,5981.48,265.331
16/05/2005,1149.91,1396.672,929.04,325.04,1862.59,5925.88,263.381
17/05/2005,1154.13,1384.924,927.16,325.722,1876.47,5894.01,260.62
18/05/2005,1157.669,1374.534,930.36,323.951,1879.39,5890.83,263.362
19/05/2005,1158.171,1393.846,952.09,324.978,1893.09,5970.71,265.403
20/05/2005,1153.776,1401.015,952.19,322.835,1886.73,5954.69,262.62
23/05/2005,1124.038,1398.022,951.05,322.835,1883.48,5885.45,262.62
24/05/2005,1127.001,1398.022,951.61,323.595,1881.08,5909.1,259.626
25/05/2005,1125.271,1403.393,941.3,318.312,1869.5,5888.53,259.208
26/05/2005,1111.281,1414.117,943.91,316.662,1858.72,5939.42,259.062
27/05/2005,1104.027,1424.061,960.91,317.531,1875.41,5991.55,259.079
30/05/2005,1112.746,1428.679,969.04,317.567,1886.61,6009.52,262.609
31/05/2005,1113.292,1456.414,970.21,314.97,1929.38,6011.56,261.754
1/06/2005,1090.641,1459.313,969.51,314.92,1964.31,5971.62,261.444
2/06/2005,1066.54,1478.25,970.88,315.077,2010.56,6039.48,263.947
3/06/2005,1063.958,1477.007,976.09,316.622,2022.49,6107.95,265.3
6/06/2005,1085.773,1484.357,976.09,318.672,2051.04,6137.57,267.65
7/06/2005,1082.056,1475.192,970.88,320.628,2003.02,6105.79,267.326
8/06/2005,1171.022,1472.535,976.22,321.882,1953.28,6161.66,268.058
9/06/2005,1187.394,1473.282,987.58,321.652,1898.24,6145.92,265.144
10/06/2005,1163.429,1473.537,990.79,325.366,1937.18,6192.35,265.879
13/06/2005,1161.406,1485.164,990.49,326.583,1937.18,6231.05,263.66
14/06/2005,1147.98,1493.821,983.75,325.698,1955.79,6205.76,268.081
15/06/2005,1126.337,1516.941,1001.94,328.791,1992.44,6252.1,270.497
16/06/2005,1140.328,1528.772,1003.14,327.71,1999.6,6282.41,269.976
17/06/2005,1140.179,1551.636,1003.68,327.328,2011.17,6293.56,269.893
20/06/2005,1171.682,1562.453,994.65,326.935,2004.71,6296.89,268.542
21/06/2005,1156.712,1539.104,989.99,326.659,1954.09,6278.46,272.816
22/06/2005,1157.35,1535.325,1002.15,330.08,1958.62,6357.83,270.953
23/06/2005,1148.595,1537.812,1010.8,329.661,1955.22,6373.86,273.721
24/06/2005,1157.193,1541.127,1002.43,327.976,1947.21,6340.69,272.229
27/06/2005,1181.082,1516.256,991.11,325.488,1963.5,6302.99,269.815
28/06/2005,1164.278,1530.734,994.74,326.703,1955.2,6316.84,269.816
29/06/2005,1160.491,1529.323,999.08,324.983,1945.12,6231.65,270.272
30/06/2005,1135.123,1518.655,1008.16,324.598,1924.23,6241.94,265.491
1/07/2005,1108.456,1553.758,1018.02,326.333,1895.25,6272.14,265.491
4/07/2005,1099.833,1553.798,1021.71,328.021,1815.67,6271.2,265.543
5/07/2005,1091.077,1540.416,1018.81,328.102,1817.02,6232.04,261.39
6/07/2005,1085.347,1518.895,1019.01,330.295,1813.04,6222.05,259.861
7/07/2005,1090.669,1503.568,1026.82,331.959,1847.32,6212.6,251.648
8/07/2005,1069.126,1503.607,1021.95,330.586,1876.28,6201.4,254.39
11/07/2005,1062.45,1526.337,1040.43,333.177,1852.78,6298.86,254.856
12/07/2005,1098.991,1536.945,1043.88,335.49,1868.94,6358.81,258.129
13/07/2005,1089.822,1538.958,1050.16,334.598,1854.04,6377.09,263.296
14/07/2005,1093.257,1542.623,1061.93,337.303,1879.46,6418.35,264.442
15/07/2005,1078.839,1537.325,1059.6,336.122,1897.08,6410.59,261.017
18/07/2005,1064.776,1531.452,1062.43,335.168,1909.25,6410.59,259.57
19/07/2005,1066.922,1534.502,1075.48,336.048,1889.55,6416.34,258.377
20/07/2005,1073.972,1552.115,1074.4,338.694,1944.71,6423.81,259.493
21/07/2005,1073.861,1581.373,1074.65,337.969,1960.76,6394.03,258.716
22/07/2005,1100.423,1611.542,1074.22,344.304,1954.4,6380.73,258.716
25/07/2005,1099.452,1604.234,1089.7,345.144,1954.4,6420.45,264.323
26/07/2005,1128.116,1618.45,1090.6,343.603,1959.58,6366.16,262.988
27/07/2005,1145.841,1610.679,1093.03,341.947,1974.54,6327.25,266.397
28/07/2005,1142.453,1623.244,1104.72,342.555,1999.82,6375.64,268.926
29/07/2005,1138.692,1621.098,1111.29,343.666,2000.25,6311.98,271.792
1/08/2005,1144.83,1617.549,1115.98,343.891,1982.93,6307.93,271.6
2/08/2005,1160.458,1635.658,1118.83,344.684,1985.09,6343.54,276.679
3/08/2005,1176.921,1634.457,1117.11,348.363,1988.14,6455.57,278.375
4/08/2005,1158.81,1623.319,1111.39,345.435,1978,6446.01,276.667
5/08/2005,1186.066,1599.931,1089.36,344.953,1975.6,6446.01,276.261
8/08/2005,1196.725,1570.773,1086.64,346.491,1974.83,6380.03,275.65
9/08/2005,1211.017,1574.232,1099.77,345.667,1990,6380,273.725
10/08/2005,1224.575,1602.229,1104.86,344.212,2010.41,6356.84,274.731
11/08/2005,1244,1585.01,1123.77,342.407,2023.7,6353.71,273.184
12/08/2005,1227.118,1561.093,1130.22,342.579,2038.1,6350.9,273.184
15/08/2005,1247.122,1511.574,1130.22,339.443,2005.99,6245.13,271.158
16/08/2005,1236.875,1502.124,1116.93,338.209,1993.58,6242.4,267.584
17/08/2005,1253.373,1502.124,1113.25,338.073,1985.1,6241.92,266.848
18/08/2005,1206.288,1484.949,1092.71,337.407,1979.12,6205.09,269.733
19/08/2005,1208.556,1466.574,1089.88,337.879,1966.33,6158.94,273.677
22/08/2005,1217.557,1455.444,1116.68,336.94,1963.37,6206.65,278.314
23/08/2005,1208.526,1438.641,1115.84,337.013,1943.76,6195.18,278.201
24/08/2005,1226.555,1408.465,1094.21,337.908,1924.15,6127.24,280.237
25/08/2005,1232.142,1437.789,1097.29,335.34,1925.68,6109.66,278.323
26/08/2005,1231.759,1423.215,1086.55,335.139,1934.56,6136.55,280.648
29/08/2005,1213.553,1348.224,1063.16,332.902,1934.56,6049.44,279.008
30/08/2005,1205.076,1416.062,1072.61,333.628,1951.63,6032.12,279.268
31/08/2005,1222.159,1434.451,1083.33,333.628,1936.9,6033.47,281.268
1/09/2005,1245.212,1415.376,1106.37,333.523,1941.41,6033.47,287.02
2/09/2005,1249.304,1415.376,1115.83,333.292,1946.38,6116.05,286.059
5/09/2005,1256.999,1410.146,1114.5,332.817,1929.02,6098.78,285.238
6/09/2005,1232.945,1435.141,1122.65,333.613,1896.71,6140.14,284.027
7/09/2005,1255,1445.33,1142.99,336.292,1897.33,6141.14,285.596
8/09/2005,1255.161,1480.65,1145.26,335.446,1905.84,6149.88,289.27
9/09/2005,1250.157,1516.911,1152.5,335.81,1882.77,6119.06,287.376
12/09/2005,1248.708,1523.988,1158.36,336.523,1866.91,6164.98,286.669
13/09/2005,1268.553,1487.019,1158.12,334.908,1894.67,6169.08,283.846
14/09/2005,1279.23,1439.587,1170.77,334.363,1914.74,6148.7,285.771
15/09/2005,1279.245,1425.95,1169.59,335.827,1903.09,6082.56,283.261
16/09/2005,1274.608,1436.076,1174.13,337.016,1909.8,6031.24,282.289
19/09/2005,1282.59,1455.212,1174.13,337.648,1928.09,6035.59,283.542
20/09/2005,1274.239,1439.419,1190.93,337.064,1933.51,6105.35,289.987
21/09/2005,1248.254,1421.162,1196.67,337.488,1959.15,6067.34,289.188
22/09/2005,1218.725,1374.727,1199.97,337.744,1965.27,5972.06,291.426
23/09/2005,1210.287,1370.039,1175.88,337.37,1959.51,5925.54,289.755
26/09/2005,1213.512,1409.716,1206.41,339.177,1954.74,5930.2,289.333
27/09/2005,1190.511,1410.154,1209.63,340.509,1984.49,5945.05,289.91
28/09/2005,1188.965,1393.982,1228.57,338.684,1976.1,5931.38,290.342
29/09/2005,1213.855,1422.021,1231.22,338.366,1970.19,6009.99,288.855
30/09/2005,1214.008,1473.177,1221.01,340.12,1942.07,6118.61,290.326
3/10/2005,1214.008,1478.284,1221.01,338.957,1945.82,6123.92,285.992
4/10/2005,1214.008,1503.302,1242.78,338.739,1938.35,6142.12,284.164
5/10/2005,1214.008,1505.167,1227.4,340.276,1940.94,6135.01,285.202
6/10/2005,1214.008,1478.377,1202.49,339.43,1939.35,6095.81,282.438
7/10/2005,1214.008,1460.289,1201.01,338.96,1952.28,6081.84,281.453
10/10/2005,1196.955,1469.571,1227.18,340.809,1949.42,6081.84,280.407
11/10/2005,1216.022,1468.034,1244.27,340.299,1964.22,6066.59,281.037
12/10/2005,1220.809,1460.643,1217.06,340.129,1958.26,5987.4,281.742
13/10/2005,1211.076,1442.073,1193.44,339.814,1955.01,5960.11,279.524
14/10/2005,1197.302,1452.613,1190.17,339.714,1953.14,5969.07,276.539
17/10/2005,1188.719,1444.499,1176.36,338.983,1947.46,5826.27,274.61
18/10/2005,1199.079,1460.079,1186.22,338.646,1947.33,5830.79,273.721
19/10/2005,1192.344,1424.891,1153.13,334.958,1954.29,5694.16,268.115
20/10/2005,1193.834,1424.033,1162.23,333.99,1944.62,5748,267.393
21/10/2005,1199.542,1425.225,1183.48,333.093,1922.5,5738.76,269.505
24/10/2005,1199.572,1420.803,1184.6,331.53,1917.47,5717.28,269.505
25/10/2005,1179.483,1405.815,1181.28,331.328,1927.49,5721.31,264.72
26/10/2005,1153.376,1402.552,1179,331.548,1934.55,5700.72,269.444
27/10/2005,1154.095,1408.729,1166.36,331.081,1941.46,5661.18,269.66
28/10/2005,1136.268,1398.166,1140.72,331.164,1960.22,5632.97,267.852
31/10/2005,1148.882,1406.588,1158.11,333.074,1960.22,5764.3,268.291
1/11/2005,1145.907,1410.301,1188.95,333.074,1960.22,5798.41,272.972
2/11/2005,1161.486,1410.301,1208.38,334.929,2007.12,5870.37,276.235
3/11/2005,1151.418,1410.301,1217.97,334.929,2031.7,5858.01,279.361
4/11/2005,1156.448,1410.301,1221.98,334.929,2031.7,5911.74,280.286
7/11/2005,1157.086,1410.301,1218.47,334.265,2030.05,5860.39,278.112
8/11/2005,1166.966,1410.301,1226.71,332.788,2046.93,5849.63,275.024
9/11/2005,1164.81,1390.438,1227.59,331.737,2097.3,5971.06,275.157
10/11/2005,1143.923,1379.501,1234.43,329.476,2099.14,5988.37,274.464
11/11/2005,1145.869,1359.766,1256.12,328.539,2092.68,6075.26,273.406
14/11/2005,1144.238,1348.491,1257.63,326.484,2072.05,6083.62,272.749
15/11/2005,1143.059,1362.356,1253.86,324.86,2063.74,6030.74,271.372
16/11/2005,1151.965,1370.936,1267.16,325.801,2060.75,6046.2,268.058
17/11/2005,1151.315,1379.802,1269.35,325.5,2056.13,6020.94,267.196
18/11/2005,1174.078,1410,1272.25,329.247,2079.98,6106.74,270.885
21/11/2005,1177.082,1421.942,1268.8,331.299,2126.56,6103.42,269.464
22/11/2005,1154.597,1428.958,1244.5,330.261,2130.93,6059.19,270.28
23/11/2005,1162.125,1417.996,1282.02,330.31,2103.75,6123.52,268.893
24/11/2005,1170.267,1445.949,1291.71,330.14,2119.65,6111.89,269.16
25/11/2005,1172.004,1441.582,1293.22,330.631,2106.1,6128.2,269.443
28/11/2005,1167.697,1456.104,1293.74,329.217,2106.1,6203.84,268.51
29/11/2005,1153.071,1456.023,1279.38,328.451,2107.36,6139.51,269.716
30/11/2005,1155.493,1478.834,1297.44,327.449,2099.74,6203.47,268.77
1/12/2005,1154.954,1476.015,1305.98,324.03,2086.18,6179.82,267.005
2/12/2005,1150.468,1508.975,1310.12,323.106,2114.89,6228.95,266.869
5/12/2005,1134.555,1512.819,1315.15,323.143,2116.3,6348.31,266.869
6/12/2005,1143.635,1514.112,1321.06,323.991,2099.15,6350.52,274.536
7/12/2005,1156.157,1559.805,1324.75,326.103,2103.42,6329.52,283.361
8/12/2005,1154.851,1570.22,1324.2,327.208,2113.6,6249.19,283.01
9/12/2005,1170.806,1574.228,1317.42,328.418,2100.25,6264.36,284.775
12/12/2005,1173.833,1597.322,1333.23,327.651,2101.4,6266.29,284.775
13/12/2005,1175.488,1610.315,1336.48,328.324,2099.04,6261.18,283.644
14/12/2005,1183.392,1600.25,1334.27,328.441,2097.25,6235.35,284.742
15/12/2005,1181.507,1570.316,1337.68,327.407,2071.67,6258.47,282.425
16/12/2005,1185.698,1545.394,1321.04,327.371,2047.56,6350.69,281.792
19/12/2005,1190.383,1581.455,1339.4,328.332,2024.7,6431.42,282.157
20/12/2005,1195.253,1586.025,1341,328.134,2062.78,6427.84,286.035
21/12/2005,1189.296,1581.704,1354.16,327.519,2075.05,6471.89,285.59
22/12/2005,1193.995,1589.716,1350.87,328.281,2078.58,6417.2,285.151
23/12/2005,1204.057,1581.94,1359.53,326.208,2111.46,6512.63,285.906
26/12/2005,1216.609,1581.94,1367.57,326.208,2111.46,6534.77,287.424
27/12/2005,1213.89,1584.358,1373.55,327.29,2088.6,6531.59,289.337
28/12/2005,1216.8,1585.12,1368.16,326.949,2067.32,6524.4,288.446
29/12/2005,1230.344,1579.774,1379.37,329.05,2096.04,6575.53,290.522
30/12/2005,1220.929,1579.774,1379.37,329.027,2096.04,6548.34,291.98
2/01/2006,1220.929,1596.187,1389.27,329.027,2092,6462.06,291.98
3/01/2006,1220.929,1616.88,1394.87,326.959,2109.79,6591.77,297.844
4/01/2006,1241.893,1657.703,1402.11,328.729,2138.05,6616.44,307.159
5/01/2006,1258.71,1654.005,1395.51,331.911,2150.93,6709.87,305.507
6/01/2006,1271.298,1669.394,1412.78,333.755,2133.79,6694.82,308.215
9/01/2006,1277.394,1705.306,1408.33,334.638,2151.15,6742.39,315.115
10/01/2006,1282.41,1705.306,1396.29,334.638,2162.43,6707.4,313.451
11/01/2006,1272.253,1735.143,1394.09,333.23,2150.71,6735.89,313.597
12/01/2006,1288.52,1727.151,1402.58,333.957,2158.65,6725.61,307.865
13/01/2006,1283.089,1709.719,1416.28,334.066,2148.27,6682.35,307.769
16/01/2006,1263.593,1686.452,1421.79,331.706,2137.76,6724.18,306.381
17/01/2006,1269.394,1657.35,1389.58,332.619,2154.3,6711.04,306.967
18/01/2006,1294.52,1627.349,1352.91,330.134,2125.45,6498.92,300.93
19/01/2006,1312.39,1687.158,1360.64,331.129,2109.08,6512.29,303.859
20/01/2006,1316.22,1677.667,1324.78,331.607,2108.25,6486.63,305.599
23/01/2006,1316.638,1639.974,1297.43,331.518,2099.51,6381.97,306.37
24/01/2006,1312.735,1648.898,1326.83,333.552,2103.37,6451.94,304.674
25/01/2006,1318.909,1687.668,1342.59,334.449,2112.49,6532.18,312.364
26/01/2006,1318.909,1677.137,1352.75,335.849,2117.81,6532.18,312.29
27/01/2006,1318.909,1686.07,1384.56,336.067,2121.89,6532.18,311.629
30/01/2006,1318.909,1692.988,1384.56,336.067,2131.91,6532.18,309.86
31/01/2006,1318.909,1692.988,1399.83,336.067,2145.39,6532.18,313.192
1/02/2006,1318.909,1707.695,1375.97,336.067,2143.52,6532.18,312.83
2/02/2006,1318.909,1704.677,1374.44,336.067,2159.37,6532.18,306.861
3/02/2006,1318.909,1706.589,1333.5,342.897,2138.71,6594.6,306.891
6/02/2006,1349.033,1709.004,1341.64,343.738,2133.13,6719.96,305.543
7/02/2006,1342.808,1730.485,1332.28,341.104,2097.38,6720.08,304.79
8/02/2006,1351.467,1687.232,1310.99,339.472,2060.92,6624.11,300.788
9/02/2006,1331.188,1703.048,1321.66,340.572,2083.65,6630.13,301.181
10/02/2006,1345.263,1707.022,1335.23,339.783,2085.29,6594.92,302.34
13/02/2006,1342.178,1705.152,1320.79,341.115,2087.64,6562.29,302.34
14/02/2006,1349.218,1664.841,1328.21,342.088,2069.89,6612.97,297.4
15/02/2006,1362.656,1675.376,1303.84,342.33,2074.09,6598.49,295.517
16/02/2006,1332.854,1674.248,1314.32,342.842,2076.42,6683.93,299.981
17/02/2006,1329.379,1684.848,1332.73,342.15,2102.16,6673.75,302.376
20/02/2006,1329.562,1696.435,1348.25,342.242,2084.1,6686.55,301.468
21/02/2006,1351.496,1677.087,1346.49,341.853,2076.81,6631.51,296.465
22/02/2006,1347.042,1666.788,1340.58,341.579,2067.88,6530.7,298.391
23/02/2006,1351.785,1654.682,1361.23,343.337,2091.32,6474.69,299.042
24/02/2006,1359.856,1641.984,1365.82,342.208,2069.93,6538.22,303.047
27/02/2006,1360.599,1674.744,1374.88,343.425,2089.36,6561.63,309.398
28/02/2006,1362.536,1672.073,1371.59,344.356,2122.96,6561.63,304.571
1/03/2006,1370.458,1689.904,1371.59,342.068,2135.27,6613.39,306.192
2/03/2006,1348.49,1707.255,1367.7,342.056,2137.61,6642.96,307.659
3/03/2006,1356.397,1727.63,1328.95,341.32,2130.37,6553.66,308.214
6/03/2006,1351.83,1727.479,1344.76,339.379,2148.32,6575.78,307.534
7/03/2006,1321.88,1699.333,1316.67,340.107,2121.91,6494.15,302.017
8/03/2006,1311.866,1682.575,1314.05,340.176,2099.26,6459.57,292.529
9/03/2006,1306.386,1692.414,1311.21,343.509,2109.77,6486.47,295.663
10/03/2006,1306.762,1709.859,1320.07,343.628,2103.37,6490.68,295.46
13/03/2006,1321.227,1701.389,1338.28,343.897,2121.76,6544.63,297.104
14/03/2006,1320.661,1701.274,1326.3,343.997,2120.99,6460.01,299.062
15/03/2006,1337.189,1699.231,1333.98,344.017,2127.91,6518.7,299.4
16/03/2006,1336.469,1751.322,1335.98,344.132,2141.77,6504.98,299.471
17/03/2006,1331.635,1811.199,1341.12,344.215,2150.17,6528.57,298.806
20/03/2006,1351.335,1855.13,1346.69,344.595,2163.31,6516.52,295.988
21/03/2006,1353.365,1842.997,1336.65,344.751,2185.71,6458.03,294.153
22/03/2006,1359.814,1794.204,1309.83,343.924,2184.7,6391.26,289.71
23/03/2006,1365.809,1803.447,1312.26,344.971,2192.78,6364.6,293.713
24/03/2006,1357.702,1813.781,1321.23,345.825,2208.13,6376.62,294.221
27/03/2006,1358.959,1812.254,1330.34,346.682,2195.95,6421.85,294.834
28/03/2006,1362.003,1839.2,1331.31,347.99,2186.79,6453.85,292.244
29/03/2006,1369.022,1831.522,1332.72,348.491,2181.58,6498.03,290.63
30/03/2006,1357.53,1831.522,1338.14,346.268,2180.64,6546.06,291.809
31/03/2006,1361.326,1831.522,1359.6,345.899,2195.95,6613.97,293.463
3/04/2006,1383.5,1844.212,1379.75,346.225,2189.77,6660.76,295.783
4/04/2006,1394.179,1840.214,1385.64,347.842,2194.2,6665.6,299.937
