Date,FTSE JAPAN AUTO & PARTS - PRICE INDEX,FTSE JAPAN BANKS - PRICE INDEX,FTSE JAPAN BASIC MATS - PRICE INDEX,FTSE JAPAN BEVERAGES - PRICE INDEX,FTSE JAPAN CHEMICALS - PRICE INDEX,FTSE JAPAN CON & MAT - PRICE INDEX,FTSE JAPAN CONSUMER GDS - PRICE INDEX,FTSE JAPAN CONSUMER SVS - PRICE INDEX,FTSE JAPAN ELECTRICITY - PRICE INDEX,FTSE JAPAN ELTRO/ELEC EQ - PRICE INDEX,FTSE JAPAN FD & DRUG RTL - PRICE INDEX,FTSE JAPAN FD PRODUCERS - PRICE INDEX,FTSE JAPAN FIN SVS L - PRICE INDEX,FTSE JAPAN FINANCIALS - PRICE INDEX,FTSE JAPAN FORESTRY & PAP - PRICE INDEX,FTSE JAPAN FXD LINE T/CM - PRICE INDEX,FTSE JAPAN GEN RETAILERS - PRICE INDEX,FTSE JAPAN GENERALS INDS - PRICE INDEX,FTSE JAPAN HEALTH CARE - PRICE INDEX,FTSE JAPAN INDS ENG - PRICE INDEX,FTSE JAPAN INDS TRANSPT - PRICE INDEX,FTSE JAPAN INDUSTRIAL MET - PRICE INDEX,FTSE JAPAN INDUSTRIALS - PRICE INDEX,FTSE JAPAN LEISURE GDS - PRICE INDEX,FTSE JAPAN MEDIA - PRICE INDEX,FTSE JAPAN NONLIFE INSUR - PRICE INDEX,FTSE JAPAN OIL & GAS - PRICE INDEX,FTSE JAPAN OIL & GAS PROD - PRICE INDEX,FTSE JAPAN PERSONAL GOODS - PRICE INDEX,FTSE JAPAN PHARM & BIO - PRICE INDEX,FTSE JAPAN S/W & COMP SVS - PRICE INDEX,FTSE JAPAN SUPPORT SVS - PRICE INDEX,FTSE JAPAN TCH H/W & EQ - PRICE INDEX,FTSE JAPAN TECHNOLOGY - PRICE INDEX,FTSE JAPAN TELECOM - PRICE INDEX,FTSE JAPAN TOBACCO - PRICE INDEX,FTSE JAPAN TRAVEL & LEIS - PRICE INDEX,FTSE JAPAN UTILITIES - PRICE INDEX
23/10/2006,343.33,55.75,122.45,101.92,154.38,64.95,198.07,117.95,66.33,139.78,106.45,107.32,51.39,67.02,72.99,64.49,110.61,202.36,163.7,178.67,101.04,165.47,187.94,138.84,89.13,140.5,105.62,105.46,124.46,170.96,52.39,130.61,73.54,73.5,119.82,226.45,91.2,68.27
24/10/2006,346.53,56.17,122.23,101.55,154.71,65.64,198.95,118.47,66.25,140.24,107.82,107.12,51.48,67.4,72.5,63.26,111.15,202.9,163.54,179.21,102.08,164.41,188.81,139.45,89.45,142.67,104.67,104.52,121.58,170.74,53.25,131.17,73.8,73.94,115.76,226.89,91.35,68.09
25/10/2006,346.39,56.16,122.48,101.57,155.29,65.38,198.26,117.55,66.01,139.69,107.14,107.15,49.52,66.72,72.02,62.13,109.62,201.65,164.78,178.08,103.14,164.49,188.07,138.09,88.65,142.27,105.57,105.41,121.44,172.07,52.37,130.51,72.75,72.85,114.32,226.89,91.09,67.84
26/10/2006,349.9,56.87,123.55,101.17,156.23,65.67,199.45,118,65.85,140.58,108.38,107.08,49.48,67.38,72.15,62.54,110.47,205.74,164.19,180.16,103.86,166.57,190.02,138.64,88.6,142.62,108.49,108.33,121.89,171.23,52.37,132.82,73.42,73.41,115.46,222.95,91.04,67.72
27/10/2006,351.64,56.29,122.32,100.69,154.44,64.53,199.3,116.97,65.23,138.85,108.01,106.71,49.29,66.69,71.33,62.95,109.9,203.32,162.42,179.09,102.69,165.24,188.07,137.79,88.05,139.46,109.17,109,119.83,169.32,51.97,131.72,71.8,71.97,114.68,221.63,89.75,67
30/10/2006,342.88,55.45,119.52,99.64,150.83,63.08,195.44,115.57,64.91,135.11,105.77,106.19,48.29,65.54,70.81,61.62,108.8,196.99,160.96,174.2,100.55,161.4,183.52,135.33,87.09,136.36,107.99,107.82,120.22,167.96,50.7,129.74,69.63,69.88,113.86,219.88,88.75,66.85
31/10/2006,342.14,54.73,119.25,99.81,150.33,62.97,195.35,115.56,64.92,135.46,104.98,105.91,48.02,64.9,70.67,60.29,108.62,197.02,161.51,176.31,102.01,161.22,184.33,135.39,87.04,134.79,106.49,106.33,120.24,168.24,51,129.29,69.53,69.86,112.61,223.38,89.09,66.68
1/11/2006,343.13,55.54,119.72,99.31,151.8,62.8,196.11,115.15,65.11,135.27,103.49,106.19,48.24,65.49,71.29,60.19,107.36,196.69,160.39,178.55,101.81,160.62,184.58,135.75,86.92,134.75,106.9,106.74,120.09,167.1,51.04,128.31,69.94,70.21,112.55,233.9,89.63,66.88
2/11/2006,344.64,55.1,119.87,99.16,152.5,62.41,196.34,115.07,65.31,134.22,103.18,107.54,47.45,64.95,70.19,59.88,106.76,195.72,161.17,178.58,102.6,160.33,184.17,135.3,86.89,134.11,106.79,106.63,120.14,167.91,50.72,128.65,69.53,69.8,112.5,232.14,89.97,66.95
3/11/2006,344.64,55.1,119.87,99.16,152.5,62.41,196.34,115.07,65.31,134.22,103.18,107.54,47.45,64.95,70.19,59.88,106.76,195.72,161.17,178.58,102.6,160.33,184.17,135.3,86.89,134.11,106.79,106.63,120.14,167.91,50.72,128.65,69.53,69.8,112.5,232.14,89.97,66.95
6/11/2006,346.3,54.64,120.49,98.44,153.19,63.04,196.77,114.06,65.31,134.16,101.72,107.04,47.2,64.37,69.8,59.57,105.51,197.77,161.2,180.26,102.3,161.44,185.22,135.6,86.69,131.88,106.2,106.04,119.72,167.83,50.23,129.87,69.66,69.78,112.98,233.02,89.38,66.85
7/11/2006,349.44,54.14,121.05,99.26,152.88,62.6,197.44,113.58,65.76,134.3,102.08,107.01,47.53,64.16,71.08,59.67,105.48,196.92,160.17,181.08,102.36,163.4,185.33,135.17,87.04,131.22,106.21,106.05,119.68,166.76,50.64,129.77,69.49,69.74,113.65,230.83,88.32,67.32
8/11/2006,353.44,53.15,119.28,97.99,150.13,61.48,197.45,111.13,65.67,132.81,100.23,105.84,46.23,62.84,71,58.96,102.18,195.45,159.49,180.15,101.63,161.52,183.59,133.55,85.67,129.4,104.34,104.18,118.27,165.94,49.34,128.53,68.76,68.82,113.26,229.52,86.87,67.33
9/11/2006,354.58,52.44,118.79,98.32,149.41,61.36,197.58,110.65,66.12,132.01,99.25,107,45.08,61.68,70.39,59.37,101.49,194.27,157.95,178.99,103.03,161.05,182.81,132.82,84.72,127.61,104.57,104.41,118.19,164.28,49.57,127.83,68.94,69.02,114.18,229.08,86.98,67.76
10/11/2006,350.87,51.86,119.29,97.31,148.94,61.29,195.97,110.01,66.82,132.19,98.73,105.26,45.19,61.28,71.35,59.06,99.77,193.75,156.31,178.11,101.77,163.11,182.36,132.65,84.79,127.03,104.84,104.68,116.97,162.39,49.46,127.62,68.56,68.68,113.85,227.76,87.08,68.3
13/11/2006,348.62,51.2,117.76,98.2,147.74,60.66,195.63,109.67,67.21,132.09,98.76,105.76,44.81,60.62,71.15,58.45,99.84,189.79,154.8,175.66,101.65,159.93,180.55,133.28,84.21,126.61,102.89,102.74,116.52,160.76,49.59,125.13,67.9,68.18,112.76,231.71,86.55,68.78
14/11/2006,353.63,52.82,119.09,98.21,149.99,61.64,197.81,111.11,67.17,134.67,99.58,105.93,46.26,62.5,71.69,58.34,101.95,191.55,155.84,179.67,101.3,160.99,183.94,134.53,85.14,129.02,103.13,102.97,117.56,161.86,50.48,128.16,69.18,69.45,113.18,229.52,87.32,68.71
15/11/2006,353.62,53.16,118.44,98.13,149.27,61.54,198.03,109.58,66.46,135.02,98.46,105.37,45.78,62.48,71.14,57.63,101.16,191.54,155.29,181.51,101.39,160.02,183.99,135.72,84.08,127.66,102.32,102.17,116.75,161.26,49.67,125.68,69.77,69.73,111.87,227.33,85.59,67.98
16/11/2006,350.18,52.36,117.82,97.92,148.19,61.46,196.16,109.41,65.88,134.39,98.6,105.23,44.97,61.6,70.25,57.93,100.36,190.11,156.08,180.84,100.16,159.68,183.27,133.75,84.42,125.45,102.83,102.68,116.08,162.23,49.53,125.63,69.36,69.36,112.43,228.64,85.68,67.43
17/11/2006,351.43,51.8,115.82,100.58,145.38,60.76,197.06,109.45,66.36,133.98,98.15,106.27,43.82,60.56,70.33,58.65,99.8,188.73,157.64,179.56,99.83,157.15,181.65,134.82,84.45,121.68,101.3,101.15,116.54,163.99,48.56,122.77,69.67,69.37,113.28,229.95,86.28,67.79
20/11/2006,339.48,50.4,112.55,99.54,141.04,58.6,192.1,106.95,65.79,129.98,97.17,105.35,42.13,58.9,69.65,57.63,96.57,183.57,157.4,173.71,97.21,152.78,176.52,132.56,83.25,121.8,98.89,98.74,115.47,163.8,47.27,121.03,67.46,67.24,111.87,228.2,84.41,67.14
21/11/2006,339.04,50.11,112.7,99.63,140.76,58.46,192.21,106.69,66.11,130.42,96.28,104.88,42.36,58.74,70.48,57.83,96.03,183.72,157.65,173.82,98.57,153.5,176.79,133.44,83.51,121.24,98.8,98.65,114.99,164.1,47.26,120.74,67.25,67.06,112.2,226.01,84.45,67.59
22/11/2006,341.03,51.1,115.01,100.5,143.32,59.42,192.8,108.43,66.27,131.51,98.47,104.85,43.23,60.02,70.75,58.04,99.58,186.42,157.12,177.19,99.34,157.28,179.48,132.75,84.08,124.29,101.16,101.01,116.24,163.54,49.08,123.46,67.43,67.67,112.4,225.57,84.51,67.69
23/11/2006,341.03,51.1,115.01,100.5,143.32,59.42,192.8,108.43,66.27,131.51,98.47,104.85,43.23,60.02,70.75,58.04,99.58,186.42,157.12,177.19,99.34,157.28,179.48,132.75,84.08,124.29,101.16,101.01,116.24,163.54,49.08,123.46,67.43,67.67,112.4,225.57,84.51,67.69
24/11/2006,335.99,49.83,114.36,100.51,142.87,58.77,190.57,107.93,65.86,130.35,97.98,104.07,42.82,58.86,70.9,57.83,98.78,184.3,157.36,175.85,99.4,155.82,178.03,131.18,83.11,121.01,100.16,100.01,115.88,163.88,48.59,122.4,66.91,67.11,111.96,226.89,84.53,67.17
27/11/2006,335.72,50.51,115.34,101.68,143.92,59.2,190.64,110.13,66.69,131.34,99.27,105.02,43.39,59.69,70.29,59.16,101.6,185.81,159.6,175.83,100.49,157.6,179.34,130.7,84.13,124.61,100.56,100.41,117.16,166.17,49.66,124.6,66.95,67.41,113.45,228.64,86.08,67.92
28/11/2006,333.16,51.04,116.89,101.02,144.44,59.34,189.53,109.97,66.63,130.98,98.38,104.59,43.34,60.17,70.43,59.06,101.5,184.8,158.7,175.47,99.53,161.78,178.81,129.81,84.64,125.21,101.51,101.35,117.66,165.28,49.64,124.02,66.95,67.41,113.45,228.2,85.94,67.81
29/11/2006,337.89,51.83,118.54,102.03,146.3,60.61,191.99,111.81,67.53,133.54,100.42,105.78,44.7,61.43,71.18,59.37,103.45,189.4,160.03,178.41,102.7,164.33,182.37,131.46,86,128.01,104.33,104.17,118.57,166.71,49.83,126.36,68.18,68.46,113.29,227.33,87.13,68.65
30/11/2006,342.47,53.17,120.25,102.68,148.2,61.33,194.17,113.67,68.32,134.73,103.06,105.97,46.61,63.05,70.7,59.98,105.47,191,161.52,180.87,103.96,167.26,184.89,132.91,86.74,130.59,106.06,105.91,119.7,168.33,50.33,129.58,68.36,68.73,113.6,224.7,88.3,69.35
1/12/2006,340.49,53.11,120.87,103.4,148.69,61.8,193.75,113.71,68.33,134.87,102.68,106.61,46.32,62.92,71.04,59.67,105.72,192.69,161.61,182.66,103.46,168.52,185.99,133.04,86.73,129.09,106.62,106.46,120.29,168.37,50.12,130.9,68.26,68.6,114.76,223.38,88.29,69.37
4/12/2006,338.5,53.15,122.03,104.95,149.91,61.7,192.87,113.37,68.78,134.61,102.36,107.21,47.16,63.28,71.04,60.08,106.72,191.17,160.79,183.4,104.19,170.51,186.2,132,86.19,129.44,108.37,108.21,120.53,167.57,50.49,131.31,67.92,68.42,115.32,219,87.2,69.79
5/12/2006,335.88,52.32,121.36,105.9,148.35,60.97,191.76,113.13,70.08,133.81,102.17,107.39,46.79,62.51,70.49,59.67,106.59,190.33,159.19,181.18,105.12,170.61,185.45,131.07,86.35,128.21,106.41,106.25,121.12,165.83,50.15,132.94,67.99,68.39,114.77,221.19,86.84,71.1
6/12/2006,339.13,52.82,122.78,105.01,150.2,61.35,193.45,114.16,71.52,134.51,102.99,107.02,47.73,63.3,70.68,59.88,107.55,189.88,162.04,181.34,105.48,172.54,186.72,132.59,86.57,130.13,107.51,107.35,121.51,169.05,50.15,136,68.74,69.01,115.07,221.19,87.84,72.53
7/12/2006,341.17,52.73,123.23,104.75,151.58,61.15,194.84,114.69,70.99,136.16,104.06,107.32,48.2,63.54,70.75,59.78,107.88,191.91,162.85,182.29,105.88,172.1,187.6,133.78,86.98,132.82,107.57,107.41,122.02,169.95,50.1,135.39,70.35,70.31,114.63,231.71,88.19,72.05
8/12/2006,340.2,52.53,123.9,105.56,152,60.6,194.81,113.67,70.53,135.8,102.87,107.76,47.82,63.12,70.6,59.57,106.34,191.36,161.74,181.95,104.46,173.68,186.51,133.78,87.53,130.58,107.08,106.91,121.58,168.78,49.9,133.6,70.41,70.31,113.49,240.9,87.51,71.54
11/12/2006,344.75,52.64,126.29,106.58,153.8,61.08,197.43,113.33,70.91,136.99,101.78,109.29,47.29,62.87,70.67,59.88,105.61,194.82,163.32,185.3,106.98,178.8,189.14,135.77,87.51,128.21,106.43,106.27,122.98,170.4,49.38,135.58,70.71,70.43,114.36,247.91,87.68,72.06
12/12/2006,348.67,53.19,125.22,107.25,153.18,61.29,199.47,113.5,71.28,137.1,102.4,110.64,47.73,63.54,70.74,60.39,106.23,195.88,164.05,186.1,107.11,176.23,189.86,137.26,87.02,130.27,105.62,105.46,123.65,171.23,49.81,136.72,71.14,70.89,115.41,252.73,87.55,72.44
13/12/2006,350.83,52.83,125.83,107.47,153.83,61.03,200.76,113.47,70.8,137.41,102.18,111.87,47.11,63.08,70.74,61.41,106.2,198.41,164.39,186.74,107.41,177.27,190.13,138.15,87.55,129.3,106.1,105.94,124.27,171.57,50.48,136.26,71.66,71.49,116.17,259.74,87.41,71.98
14/12/2006,353.88,53.56,126.3,108.04,154.95,61.85,202.22,114.13,71.28,138.75,103.39,114.11,47.55,63.77,70.27,61.93,106.42,198.66,165.59,188.63,107.76,177.32,191.64,139.23,88.6,129.93,106.84,106.68,124.24,172.93,51.4,136.53,72.77,72.63,117.52,253.61,87.88,72.48
15/12/2006,356.07,53.65,126.57,108.79,155.15,62.25,203.7,114.25,71.08,139.31,103.48,113.88,47.96,64.09,70.61,61.41,106.93,198.55,165.36,189.82,107.43,177.86,192.22,140.69,89,130.73,107.97,107.81,123.96,172.67,51.81,136.14,73.07,72.98,117.12,261.49,87.61,72.23
18/12/2006,360.8,53.83,127.54,108.42,155.95,61.94,204.95,114.05,72.25,139.81,103.65,113.92,48.02,64.22,70.82,61.41,106.56,199.94,166.98,190.33,107.69,179.8,193.11,141.72,89.06,130.54,107.54,107.38,124.01,174.43,52.34,138.29,73.35,73.34,117.53,247.91,87.43,73.41
19/12/2006,357.85,53.39,125.74,108.5,153.83,61.06,202.78,112.45,72.29,138.18,102.72,112.93,46.74,63.19,71.23,60.8,103.85,199.15,165.96,188.05,107.64,176.91,191.05,140.08,88.29,126.7,106.71,106.55,123.37,173.4,51.1,136.83,72.76,72.55,116.91,233.9,86.78,73.41
20/12/2006,363.14,53.87,128.26,112.47,156.19,62.13,205.58,113.78,73.31,139.38,103.96,114.94,47.43,63.91,72.05,61.41,105.25,201.47,167.54,191.93,109.54,181.53,193.57,140.2,90.11,130.28,107.86,107.7,125.72,175.16,51.91,137.47,73.39,73.26,118.97,247.91,87.45,74.47
21/12/2006,367.8,53.59,128.83,115.37,156.32,61.96,207.69,114.18,74.22,139.69,104.43,115.91,47.36,63.6,72.06,60.8,104.95,202.05,168.76,194.94,110.69,183.14,194.66,141.13,91.18,128.9,107.59,107.43,125.65,176.36,51.41,137.2,73.24,73.02,117.9,253.17,87.98,75.28
22/12/2006,371.6,53.33,128.78,115.77,155,62.67,208.6,113.98,74.33,140.16,103.93,116.04,47.81,63.65,72.12,60.6,104.61,199.56,168.34,195.25,110.4,184.78,194.82,140.7,91.85,129.16,106.39,106.23,126.44,175.82,51.26,136.37,73.36,73.08,117.4,248.79,87.78,75.46
25/12/2006,370.6,52.96,128.36,116.57,154.49,62.37,208.29,113.21,73.62,139.94,103.43,115.67,47.19,63.12,72.12,59.57,103.98,200.31,169.01,194.78,110.18,184.15,194.25,141.02,91.05,127.88,105.4,105.24,125.42,176.47,50.8,135.4,73.75,73.29,116.49,249.23,87.13,74.81
26/12/2006,370.06,52.85,131.37,115.26,155.95,62.8,208.48,113.81,73.55,139.96,102.71,115.7,47.62,63.28,72.53,59.57,105.07,200.19,169.69,195.78,110.63,191.63,195.19,141.7,91.96,127.89,105.33,105.17,125.69,177.23,51.43,137.14,73.33,73.09,116.22,250.1,87.43,74.85
27/12/2006,374.7,52.96,130.88,115.82,156.72,62.86,210.1,113.91,72.9,140.96,103.4,117.15,47.9,63.41,73.43,59.98,104.84,201.48,170.79,196.32,110.63,188.87,195.71,141.67,92.16,128.45,104.78,104.63,126.31,178.46,51,136.61,73.81,73.39,116.27,253.17,87.53,74.09
28/12/2006,375.4,53.13,132.53,115.1,156.58,62.91,210.01,113.86,72.76,140.87,104.24,116.6,48.09,63.56,73.49,60.08,104.57,199.67,171.04,195.45,110.57,194.29,195.47,141.23,92.66,127.26,104.76,104.6,125.68,178.77,51.22,137.15,73.48,73.17,117.23,252.73,87.26,74.09
29/12/2006,376.99,53.09,132.16,115.25,156.41,62.88,210.9,113.58,73.04,141.07,103.9,115.98,48.29,63.6,73.56,59.98,104.37,200.18,170.89,196.18,110.57,193.32,195.9,142.24,93.15,127.24,104.69,104.53,126.06,178.64,51.03,137.59,73.84,73.42,117.58,251.85,86.83,74.33
1/01/2007,376.99,53.09,132.16,115.25,156.41,62.88,210.9,113.58,73.04,141.07,103.9,115.98,48.29,63.6,73.56,59.98,104.37,200.18,170.89,196.18,110.57,193.32,195.9,142.24,93.15,127.24,104.69,104.53,126.06,178.64,51.03,137.59,73.84,73.42,117.58,251.85,86.83,74.33
2/01/2007,376.99,53.09,132.16,115.25,156.41,62.88,210.9,113.58,73.04,141.07,103.9,115.98,48.29,63.6,73.56,59.98,104.37,200.18,170.89,196.18,110.57,193.32,195.9,142.24,93.15,127.24,104.69,104.53,126.06,178.64,51.03,137.59,73.84,73.42,117.58,251.85,86.83,74.33
3/01/2007,376.99,53.09,132.16,115.25,156.41,62.88,210.9,113.58,73.04,141.07,103.9,115.98,48.29,63.6,73.56,59.98,104.37,200.18,170.89,196.18,110.57,193.32,195.9,142.24,93.15,127.24,104.69,104.53,126.06,178.64,51.03,137.59,73.84,73.42,117.58,251.85,86.83,74.33
4/01/2007,381.91,53.56,132,116.29,157.94,63.49,213.22,115.76,74.85,142.99,107.02,117.83,48.85,64.37,75.39,62.34,106.86,204.21,171.74,197.89,111.69,190.4,197.53,143.02,94.28,131.3,103.93,103.77,127,179.61,51.89,136.8,73.91,73.69,120.18,260.18,88.03,76.13
5/01/2007,372.9,53.52,128.38,115.12,155.59,62.62,209.21,115.88,73.14,141.25,107.29,117.25,48.79,64.2,77.27,62.13,107.29,204.75,168.4,191.66,110.32,181.8,193.6,140.98,93.4,130.57,100.74,100.59,125.97,176.03,51.99,133.22,72.34,72.42,119.93,250.98,88.13,74.46
8/01/2007,372.9,53.52,128.38,115.12,155.59,62.62,209.21,115.88,73.14,141.25,107.29,117.25,48.79,64.2,77.27,62.13,107.29,204.75,168.4,191.66,110.32,181.8,193.6,140.98,93.4,130.57,100.74,100.59,125.97,176.03,51.99,133.22,72.34,72.42,119.93,250.98,88.13,74.46
9/01/2007,372.2,54.3,130.3,116.49,156.52,64.32,210.02,116.91,73.68,142.31,108.07,118.46,49.6,65.29,78.58,63.77,107.64,205.68,168.72,192.72,111.89,186.41,195.17,142.59,94.93,135.51,102.38,102.22,126.47,176.25,52.49,133.27,72.73,72.86,121.45,249.66,89.2,75.01
10/01/2007,364.58,53.54,127.35,112.98,153.89,63.56,205.95,115.2,72.2,139.83,105.96,115.49,49.17,64.35,76.19,62.64,106.29,202.95,164.93,189.34,109.28,181.06,191.94,140,93.76,131.92,100.15,100,124.73,172.27,51.61,131.33,71.66,71.77,119.41,246.6,87.81,73.5
11/01/2007,364.91,53.08,127.51,112.11,153.38,64.04,206.44,114.32,71.62,139.02,104.76,113.88,48.14,63.56,77.81,61.93,105.17,204.02,164.19,187.96,108.63,181.96,191.26,141.25,93.21,130.78,100.44,100.29,123.87,171.5,51.21,131.09,71.64,71.65,118.82,254.04,87.42,72.96
12/01/2007,372.28,54.44,128.21,114.81,155.52,65.3,210.6,115.07,72.99,141.73,105.74,115.87,48.8,65.07,77.88,62.64,104.25,206.33,167.58,191.39,110.87,181.26,194.58,144.54,95.42,135.53,100.57,100.42,126.48,175.1,51.4,132.56,72.9,72.74,120.52,255.36,88.56,74.39
15/01/2007,377.01,55.53,130.06,114.87,158.05,66.24,213.01,116.06,73.61,143.79,106.36,116.92,49.7,66.16,76.71,62.64,104.84,208.69,168.03,194.04,111.33,183.89,196.84,146.07,96.44,135.38,101.78,101.62,128.48,175.48,51.49,133.1,72.95,72.8,120.98,257.11,89.58,75.08
16/01/2007,376.28,55.44,130.58,114.02,158.37,66.79,212.78,115.66,72.98,144.75,105.8,116.08,49.92,66.11,76.85,62.03,104.61,207.62,167.07,194.36,111.03,185.08,197.59,146.9,96.89,135.06,100.98,100.82,127.61,174.43,51.59,133.73,72.81,72.71,119.66,254.92,88.99,74.52
17/01/2007,376.83,55.3,131.78,113.88,160.17,67.59,212.89,116.11,72.29,145.68,106.22,115.65,50.22,66.28,76.04,62.34,105.15,208.1,166.49,196.43,110.96,186.58,198.67,146.84,96.95,136.12,100.86,100.71,128.35,173.66,51.51,132.96,72.71,72.61,119.62,254.48,89.34,73.82
18/01/2007,379.69,55.21,132.41,113.33,161.01,67.58,213.69,116.77,72.38,145.36,106.68,115.58,50.75,66.5,76.59,62.34,106.47,207.7,169.88,197.51,113.06,187.32,199.99,147.04,97.48,137.57,102.58,102.43,128.61,177.42,51.68,136.42,72.86,72.77,119.12,251.85,89.39,73.83
19/01/2007,380.02,54.96,132.13,113.09,160.44,67.33,213.49,116.64,72.01,144.69,106.65,114.8,51.78,66.83,77.55,62.85,106.71,206.26,168.11,195.68,113.98,187.04,199.25,146.2,96.72,138.98,102.71,102.56,129.39,175.61,52.25,136.89,71.96,72.17,119.72,252.73,89.21,73.46
22/01/2007,380.73,56.16,134.43,113.97,162,66.91,214.69,116.94,72.66,145.04,106.19,115.93,52.41,68.02,78.31,63.26,106.85,207.73,169.98,197.45,113.67,192.09,200.41,147.46,96.81,139.99,103.19,103.04,130.46,177.62,52.19,139.23,72.01,72.2,120.44,257.99,89.77,74.18
23/01/2007,382.2,55.89,136.04,114,162.91,66.58,214.88,116.84,72.5,144.95,105.4,115.51,51.85,67.56,77.77,63.56,106.97,207.99,168.81,199.08,113.37,196.05,201.25,146.93,96.37,138.94,103.05,102.89,130.52,176.38,51.87,141.28,72.29,72.35,121.96,258.42,89.84,73.98
24/01/2007,387.17,55.54,136.56,115.54,162.37,66.82,216.81,117.14,74.34,145.34,105.6,116.38,52.38,67.43,78.11,64.38,107.34,209.33,166.61,201.3,116.98,198.35,203.38,147.64,96.32,139.96,104.9,104.74,131.51,173.93,51.86,144.06,72.52,72.53,122.77,258.86,90.09,75.74
25/01/2007,380.92,55.4,135.28,116.62,160.91,66.86,215.21,116.23,74.55,145.2,104.33,115.96,52.13,67.23,77.16,63.77,106.25,208.71,165.3,200.2,117.02,196.47,203.17,147.98,95.4,137.06,104.38,104.22,132.32,172.39,51.83,144.8,72.09,72.17,122.07,256.23,89.74,75.82
26/01/2007,379.16,54.73,136.31,115.99,160.69,67.2,214.76,115.98,76.9,143.89,104.42,117.05,52.06,66.59,77.09,63.15,106.15,208.61,166.29,201.12,118.9,200.04,203.25,148.42,95.7,134.9,103.99,103.83,131.93,173.64,51.75,144.8,71.49,71.66,121.91,253.61,89.25,78.11
29/01/2007,380.85,54.2,136.91,116.37,160.73,68.33,215.42,116.82,79.15,143.57,103.95,116.94,51.83,66.3,75.92,62.44,107.43,207.47,166,202.92,118.59,202.11,204.66,148.3,95.94,134.18,105.02,104.86,132.56,173.4,52,147.64,71.59,71.81,121.49,254.92,89.99,80.01
30/01/2007,383.88,54.1,136.45,115.87,160.67,68.59,216.19,117.57,78.51,143.22,104.05,117.25,51.68,66.19,77.9,62.44,108.45,205.54,166.2,201.76,118.5,200.36,203.71,148.27,95.93,134.2,105.27,105.11,133.02,173.18,51.88,145.84,70.67,71.02,121.07,252.29,90.68,79.49
31/01/2007,379.33,53.86,135.65,114.34,158.85,67.58,214.58,116.73,77.45,142.39,103.07,115.73,51.44,65.93,76.2,61.62,107.31,205.52,165.17,202.65,116.43,200.6,203.19,148.82,95,133.85,106.08,105.93,129.86,172.03,51.39,146.46,70.62,70.85,119.74,254.04,90.42,78.26
1/02/2007,380.68,53.77,137.87,116.17,161.12,68.44,215.7,118.65,79.35,143.74,103.23,118.12,51.14,66.17,77.16,63.56,108.82,206.18,168.12,204.05,119,204.39,205.3,149.32,96.06,137.74,107.58,107.42,132.78,175.34,51.39,148.43,70.27,70.57,123.29,249.66,92.63,80.11
2/02/2007,378.31,53.43,138.19,117.08,161.05,69.06,215.13,119.91,82.22,143.58,103.2,118.68,51.61,66.33,78.31,63.97,108.51,203.2,168.24,204.89,118.99,205.3,205.8,149.68,96.89,139.08,106.68,106.52,131.75,175.37,51.25,149.37,69.46,69.86,124.23,243.53,95,82.71
5/02/2007,369.26,52.34,136.17,116.81,159.82,68.49,211.18,118.72,81.06,141.49,102.33,117.64,51.02,65.17,77.08,62.44,107.74,198.85,165.64,200.69,118.26,200.77,202.45,147.1,96.13,136.77,107.29,107.13,131.01,172.67,50.77,146.41,68.32,68.81,124.05,242.22,93.75,81.55
6/02/2007,374.23,52.13,138.78,117.92,161.47,67.87,213.22,119.23,85.13,141.16,102.65,118.33,51.1,65.12,76.75,64.28,107.45,199.43,167.28,202.27,120.21,206.88,203.65,147.95,96.7,137.35,107.56,107.4,132.35,174.55,50.65,149.53,69.18,69.49,127.17,245.28,94.67,85.43
7/02/2007,373.61,52.05,138.17,119.28,160.08,67.3,212.78,119.02,85.5,139.4,102.38,116.52,50.74,65.07,75.99,66.74,105.77,197.69,167.46,200,120.06,206.97,201.95,147.66,96.16,138.21,107.75,107.59,131.94,174.9,50.19,149.54,67.71,68.16,130.51,250.98,95.67,86.18
8/02/2007,374.29,51.6,136.16,116.13,157.68,66.98,213.18,118.84,82.64,139.85,103.18,116.24,50.03,64.33,74.97,67.97,105.28,197.06,168.88,198.84,116.22,204.04,200.55,148.81,95.52,134.41,106.44,106.28,130.89,176.41,50.7,147.08,68.34,68.81,134.16,252.29,95.63,83.56
9/02/2007,379.13,53.07,137.88,116.22,159.31,67.61,215.26,119.19,84.03,141.67,103.07,116.56,51.01,65.78,75.77,68.78,105.42,199.84,169.76,202.95,121.51,207.14,204.49,150.33,96.49,136.51,107.99,107.83,132.31,177.27,50.74,150.86,69.8,70.02,135.34,243.09,95.95,84.94
12/02/2007,379.13,53.07,137.88,116.22,159.31,67.61,215.26,119.19,84.03,141.67,103.07,116.56,51.01,65.78,75.77,68.78,105.42,199.84,169.76,202.95,121.51,207.14,204.49,150.33,96.49,136.51,107.99,107.83,132.31,177.27,50.74,150.86,69.8,70.02,135.34,243.09,95.95,84.94
