Date,FTSE USA H/C EQ & SVS - PRICE INDEX,FTSE USA TRAVEL & LEIS - PRICE INDEX,FTSE USA TOBACCO - PRICE INDEX,FTSE USA TCH H/W & EQ - PRICE INDEX,FTSE USA SUPPORT SVS - PRICE INDEX,FTSE USA S/W & COMP SVS - PRICE INDEX,FTSE USA REIT - PRICE INDEX,FTSE USA PHARM & BIO - PRICE INDEX,FTSE USA PERSONAL GOODS - PRICE INDEX,FTSE USA OIL & GAS PROD - PRICE INDEX,FTSE USA OIL & GAS - PRICE INDEX,FTSE USA NONLIFE INSUR - PRICE INDEX,FTSE USA MINING - PRICE INDEX,FTSE USA LEISURE GDS - PRICE INDEX,FTSE USA LIFE INSURANCE - PRICE INDEX,FTSE USA INDUSTRIAL MET - PRICE INDEX,FTSE USA INDS TRANSPT - PRICE INDEX,FTSE USA FD & DRUG RTL - PRICE INDEX,FTSE USA FD PRODUCERS - PRICE INDEX,FTSE USA FIN SVS L - PRICE INDEX,FTSE USA FORESTRY & PAP - PRICE INDEX,FTSE USA FXD LINE T/CM - PRICE INDEX,FTSE USA GEN RETAILERS - PRICE INDEX,FTSE USA GENERAL INDS - PRICE INDEX,FTSE USA INDS ENG - PRICE INDEX,FTSE USA INDUSTRIALS - PRICE INDEX,FTSE USA MEDIA - PRICE INDEX,FTSE USA TECHNOLOGY - PRICE INDEX,FTSE USA TELECOM - PRICE INDEX,FTSE USA UTILITIES - PRICE INDEX,FTSE USA AERO/DEFENSE - PRICE INDEX,FTSE USA AUTO & PARTS - PRICE INDEX,FTSE USA BEVERAGES - PRICE INDEX,FTSE USA CON & MAT - PRICE INDEX,FTSE USA ELTRO/ELEC EQ - PRICE INDEX,FTSE USA BANKS - PRICE INDEX,FTSE USA BASIC MATS - PRICE INDEX,FTSE USA CHEMICALS - PRICE INDEX,FTSE USA CONSUMER GDS - PRICE INDEX,FTSE USA CONSUMER SVS - PRICE INDEX,FTSE USA ELECTRICITY - PRICE INDEX,FTSE USA FINANCIALS - PRICE INDEX,FTSE USA HEALTH CARE - PRICE INDEX
8/06/2010,1418.31,605.57,1525.69,432.89,1393.97,505.94,63.83,566.76,1137.39,724.28,663.18,373.51,720.83,181.41,382.01,421.42,615.22,437.37,721.29,521.42,205.92,141.02,799.6,220.73,572.94,555.85,417.11,453.89,281.95,307.26,489.65,178.16,1032.16,277.16,910.61,237.91,393.85,514.3,537.96,697.42,347.05,351.23,664.54
9/06/2010,1410.94,606.83,1531.2,428.11,1395.79,502.16,64.09,563.4,1142.4,713.4,653.97,369.98,713.72,180.61,378.62,421.19,613.2,433.95,721.59,516.64,208.11,141,801.68,219.23,575.79,555.09,417.2,449.59,282.08,305.22,489.36,176.17,1029.23,277.74,911.14,235.1,394.08,516.19,536.59,697.8,345,348.04,660.78
10/06/2010,1440.04,622.86,1560.37,439.03,1439.2,513.78,67.03,575.02,1163.65,744.93,685.99,380.98,736.87,188.05,396.63,442.58,639.73,443.49,733.93,531.15,219.06,143.94,819.19,225.57,603.8,574.27,432.84,460.59,288.46,313.5,502.85,182.6,1051.36,288.71,942.7,242.89,409.01,533.06,547.25,716.49,353.84,359.64,674.4
11/06/2010,1448.76,625.81,1538.94,443.93,1439.8,521.2,67.59,580.83,1164.77,748.07,689.21,383.09,739.49,190.5,399.09,447.5,645.15,444.25,733.48,535.39,231.24,144.03,817.43,225.44,609.91,577.34,434.61,466.39,289.29,313.37,508.22,183.56,1042.87,289.37,948.75,242.44,413.62,538.82,544.26,717.35,353.3,360.85,680.21
14/06/2010,1453.92,628.53,1551.44,443.71,1440.32,519.01,68.35,581.07,1168.48,745.35,685.47,385.32,731.42,189.84,398.32,447.5,643.64,443.61,734.92,528.71,238.37,143.64,819.92,224.28,609.92,576.71,433.93,465.4,288.46,314.67,509.24,185.27,1044.1,290.26,948.29,239.34,410.1,531.06,546.14,718.41,355,358.58,681.28
15/06/2010,1472.51,643.29,1561.66,457.19,1471.15,533.45,69.88,592.08,1191.07,762.59,704.9,395.05,753.41,194.55,408.51,458.86,662.1,450.2,744.96,544.18,249.32,145.89,829.22,230.18,632.33,593.11,449.19,479.02,293.44,321.19,524.3,190.75,1053.99,296.28,979.03,245.02,421.59,545.6,553.8,732.96,362.13,367.69,692.64
16/06/2010,1477.7,641.19,1559.79,459.78,1471.69,532.83,69.31,593.42,1184.61,761.12,704.03,395.24,764.21,193.93,403.12,454.93,654.93,446.06,742.93,543.81,244.18,145.98,820.48,231.03,630.99,592.07,446.91,480.29,293.17,322.95,523.46,188.51,1054.62,293.57,977.27,246.06,421.47,545.97,551.39,727.38,364.21,367.69,694.53
17/06/2010,1481.49,638.64,1563.91,462.71,1472.83,533.8,69.39,593.6,1188.74,761.37,705.08,399.93,768.57,195.13,403.05,446.32,658.74,449.1,750.11,540.59,242.84,146.07,815.74,231.79,629.98,592.65,447.16,482.4,292.71,325.32,523.81,187.26,1058.72,290.79,974.91,245.02,419.67,545.77,553.67,725.81,366.79,367.38,695.32
18/06/2010,1476.89,635.28,1571.83,463.44,1472.23,534.04,69.29,592.34,1187.23,766.26,710.39,402.17,784.84,194.77,404.71,444.73,660.77,449.76,746.49,541.06,244.84,145.61,814.91,232.51,630.45,594.47,444.99,482.92,291.7,325.81,527.3,187,1054.68,290.64,979.34,247.12,422.77,550.19,552.1,723.99,367.43,369.17,693.59
21/06/2010,1472.34,633.01,1581.24,459,1464.4,528.48,68.95,589.94,1183.19,764.73,708.29,400.29,775.77,194.02,404.07,457.56,663.17,445.04,741.89,544.5,250.36,145.5,803.04,233.79,637.41,596.06,442.68,478.12,290.99,323.24,526.7,187.41,1055.73,291.25,979.87,246.3,425.28,550.11,551.24,717.08,364.44,368.69,691.02
22/06/2010,1447.16,616.34,1547.85,455.52,1439.16,523.46,66.9,587.52,1168.36,745.54,688.83,398.43,763.15,189.98,397.17,442.05,639.74,436.36,733.02,535.81,231.71,145,790.48,229.18,617.86,581.93,434.56,474.09,289.08,315.36,516.32,182.04,1049.62,282.75,958.67,242.53,414.94,539.81,543.94,703.61,355.43,363.25,684.9
23/06/2010,1436.4,615.94,1575.24,454.3,1435.61,519.52,67.23,587.69,1162.89,736.28,681.97,396.5,769.35,190.74,393.34,444.46,640.15,435.72,734.42,533.86,239.8,145.65,791.5,225.8,617.92,579.6,434.47,471.8,291.09,312.17,517.06,180.84,1043.6,282.43,956.28,241.64,415.81,537.92,545.27,703.75,351.56,361.95,683.17
24/06/2010,1416.27,602.33,1567.59,445.19,1414.61,511.2,65.49,585.18,1144.58,721.18,667.16,393.26,764.24,190.57,385.38,431.25,629.84,428.56,729.47,522.75,225.72,143.74,773.03,220.96,606.75,568.53,423.88,463.18,286.71,310.89,509.32,176.54,1036.38,274.36,928.93,236.07,405.6,524.27,540.29,687.9,350.1,354.86,677.84
25/06/2010,1422.33,604.36,1556.28,442.07,1438.37,508.08,67.29,585.34,1138.24,717.15,666.81,403.06,791.52,189.96,396.26,444.26,633.75,426.38,722.99,535.7,234,142.18,770.27,220.69,618.26,572.39,422.65,460.12,284.06,311.89,511.7,176.95,1009.15,276.31,932.24,242.47,412.56,526.33,533.65,686.27,350.98,364.14,679.01
28/06/2010,1419.75,597.4,1585.47,444.99,1433.11,507.97,66.23,585.86,1142.05,708.56,658.67,399.84,781.59,188.3,394.79,432.67,630.26,428.85,722.22,529.37,228.29,142.92,768.87,220.84,609.44,568.95,423.65,461.77,286.46,313.86,506.62,174.07,1027.46,273.04,928.28,240.73,407.55,523.93,537.68,685.29,353.38,360.87,678.95
29/06/2010,1383.2,574.02,1561.74,427.51,1394.31,489.05,63.97,576.91,1114.87,689.08,638.42,391.69,758.88,182.27,375.12,407.89,605.2,418.32,709.8,506.97,213.06,140.92,745.31,214.04,579.31,547.19,408.78,444.05,281.2,307.31,484.21,166.68,1013.12,262.78,889.64,230.42,391.12,505.95,527.99,662.96,346.2,347.22,666.02
30/06/2010,1374.48,567.57,1564.6,419.85,1389.85,482.48,63.26,571.63,1111.38,683.82,634.98,389.54,760.41,179.83,371.38,398.71,598.93,414.78,697.39,501.25,215.34,138.9,738.45,213.43,574.13,543.71,400.9,436.97,277.51,305.12,481.12,167.84,1008.42,260.15,881.97,227.64,385.93,498.01,524.78,654.87,343.87,343.66,660.6
1/07/2010,1360.03,573.59,1582.87,417.2,1383.76,482.18,63.24,567.45,1116.11,679.81,633.26,386.02,741.8,180.35,369.67,394.9,603.04,413.71,696.86,500.62,218.29,139.51,744.37,210.34,570.86,540.17,401.51,435.31,278.44,304.39,477.73,171.94,1011.69,258.12,876.22,224.96,383.02,496.8,526.31,658.37,343.17,341.18,655.01
2/07/2010,1359.73,563.81,1582.99,415.83,1372.26,482.12,61.94,569.54,1110.85,677.99,632.11,381.38,735.77,179.86,367.9,393.88,590.89,411.91,695.69,498.19,214.96,139.88,736.99,207.86,565.45,535.12,397.71,434.49,278.61,304.53,476.82,169.15,1011.67,257.35,869.84,222.44,380.63,493.49,524.7,651.56,343.04,337.69,656.51
5/07/2010,1359.73,563.81,1582.99,415.83,1372.26,482.12,61.94,569.54,1110.85,677.99,632.11,381.38,735.77,179.86,367.9,393.88,590.89,411.91,695.69,498.19,214.96,139.88,736.99,207.86,565.45,535.12,397.71,434.49,278.61,304.53,476.82,169.15,1011.67,257.35,869.84,222.44,380.63,493.49,524.7,651.56,343.04,337.69,656.51
6/07/2010,1367.26,562.36,1596.89,418.29,1376.1,488.52,60.86,571.43,1107.33,684.39,638.69,382.64,741.61,178.62,370.39,398.86,588.7,411.2,700.31,499.06,212.49,139.9,736.59,209.46,566.64,536.13,401.92,438.47,279.28,308.02,476.25,167.8,1017.89,259.74,866.26,225,382.73,494.85,526.14,652.83,346.92,339.24,659.21
7/07/2010,1392.15,581.64,1621.92,436.4,1411.56,502.62,63.9,583.37,1138.01,704.6,659.73,393.64,766.92,185.02,384.56,420.42,609.13,419.35,715.75,519.51,220.1,139.95,750,217.63,587.6,554.36,413.54,454.64,281.11,317.62,490.47,174.29,1038.7,268.21,897.24,236.25,399.49,516.05,538.9,668.58,357.67,353.71,672.35
8/07/2010,1402.68,589.75,1656.21,437.8,1423.3,506,64.56,589.62,1153.43,712.71,668.28,394.09,774.54,185.62,391.4,424.38,616.04,424.12,722.17,523.05,220.29,141.58,751.16,220.42,595.8,561.13,417.9,456.8,284.2,320.08,497.54,176.07,1056.34,271.25,906.35,237.51,406.2,528.18,546.53,673.56,360.53,355.87,678.8
9/07/2010,1408.75,595.08,1657.2,439.88,1432.61,508.22,65.51,589.66,1156.19,715.85,670.53,398.96,791.41,188.02,397.28,437.68,623.4,426.47,727.43,531.73,225.24,142.13,756.25,222.2,604.52,565.23,422.48,458.9,284.57,322.08,496.61,179.09,1053.49,274.47,912.42,241.95,414.84,536.89,548.13,679.05,363,361.68,679.88
12/07/2010,1408.29,596.24,1662.12,442.98,1433.85,513.69,65.68,588.19,1157.88,715.48,669.96,396.4,785.22,187.44,393.85,423.75,626.72,425.07,726.5,530.16,221.91,141.93,757.6,221.62,598.51,562.76,424.86,462.89,284.39,323.25,490.7,180.38,1055.47,273.92,906.09,243.1,408.27,530.88,549.09,680.56,364.35,361.54,678.7
13/07/2010,1424.41,612.44,1672.05,447.64,1451.08,522.85,67.19,590.68,1172.93,724.95,677.42,400.9,788.78,191.05,402.71,431.83,635.82,433.25,733.91,542.23,229.71,143.21,771.68,226.05,620.07,573.65,434.62,469.26,287.32,324.25,496.85,188.71,1057.94,280.74,926.44,250.82,416.35,543.64,555.07,695.13,365.41,370.29,683.32
14/07/2010,1426.91,613.01,1677.37,452.86,1448.93,526.02,66.68,590.02,1174.62,722.67,676.16,398.99,787.83,189.55,395.52,430.81,641.3,437.02,738.06,537.47,226.38,143.26,767.4,225.32,620.66,574.43,430.94,473.56,287.61,324.29,500.48,190.25,1059.56,277.46,927.77,248.27,415.15,542.08,556.65,692.77,365.63,366.93,683.27
15/07/2010,1429.65,613.73,1691.8,453.42,1451.31,526.8,66.57,592.22,1174.37,723.16,676.91,398.59,779.65,190.15,392.48,427.27,637.37,440.01,740.69,539.88,224.48,143.26,770.44,225.93,620.12,574.32,431.31,474.2,287.81,326.23,500.18,190.67,1057.28,276.69,928.95,247.28,413.35,541.86,557.57,694.83,368.01,366.43,685.37
16/07/2010,1394.99,595.33,1675.46,441.52,1410.88,510.56,64.3,579.88,1153.99,704.61,658.78,387.01,754.73,180.8,376.19,409.66,616.83,430.73,730.85,523.51,216.77,141.8,748.39,217.4,599.82,555.32,416.05,460.79,283.8,320.83,483.6,183.63,1046.09,268.03,901.59,232.76,399.87,526.2,548.51,674.16,362.1,350.75,670.26
19/07/2010,1395.15,596.24,1685.93,445.72,1418.73,517.24,65.36,583.9,1154.48,707.11,664.34,387.62,750.91,183.58,376.99,414.25,618.52,430.18,730.74,523.95,219.44,142.72,750.52,218.23,606.3,558.96,423.79,465.9,285.72,325.47,487.38,184.88,1043.85,270.97,910.4,231.85,401.04,526.84,549.17,678.46,367.34,350.92,673.28
20/07/2010,1400.1,606.88,1705,448.8,1430.43,520.51,66.48,580.57,1168.43,718.24,677.17,392.29,768.73,185.59,383.16,434,626.91,435.31,740.33,534.2,231.05,142.48,766.29,222.29,617.16,567.19,426.32,469,287.29,328.37,492.98,189.92,1072.5,276.95,922.32,233.2,412.78,538.07,557.73,688.72,370.74,355.17,671.65
21/07/2010,1364.05,596.65,1685.76,442.65,1416.38,512.72,64.94,575.26,1155.44,709.07,667.63,385.19,763.53,180.92,375.39,436.76,617.73,428.89,734.67,526.63,223.53,142.52,754.09,221.89,620.5,564.83,416.64,462.31,286.74,323.77,491.42,187.02,1073.36,273.37,922.5,228.78,411.01,534.62,552.6,676.47,365.7,348.74,661.54
22/07/2010,1367.02,615.46,1718.26,455.29,1452.51,524.91,67.49,580.7,1174.27,723.88,681.69,392.88,784.84,186.28,394.07,451.42,645.31,426.17,738.12,540.8,234,145.62,771.82,227.82,635.15,581.24,428.62,474.53,292.94,329.16,508.1,196.21,1079.62,280.08,938.47,236.25,423.17,549.12,559.88,691.7,371.58,359.33,666.1
23/07/2010,1368.98,618.19,1722.11,456.59,1466.21,528.6,68.3,579.3,1188.92,727.81,683.26,395.43,785.28,188.96,398.91,463.03,655.58,435.52,745.84,546.14,237.71,147.53,780.68,233.94,648.83,592.34,436.78,476.76,296.62,329.41,515.23,199.75,1087.18,286.22,958.14,237.31,430.28,558.93,565.07,701.1,371.97,361.98,665.4
26/07/2010,1388.09,628.97,1732.48,459.59,1481.54,531.32,70.1,588.22,1200.67,737.21,690.66,397.22,778.73,193.2,401.37,465.41,671.57,437.85,746.66,551.59,242.65,149.55,787.44,238.31,656.07,601.82,442.03,479.59,300.4,331.6,522.88,202.25,1093.93,290.82,970.66,242.76,432.98,564.69,569.48,708.62,374.05,367.54,675.3
27/07/2010,1377.12,622.4,1737.79,460.7,1476.9,531.5,69.8,591.56,1205.11,735.55,688.69,396.85,754.37,192.33,401.18,456.04,664.9,431.98,751.2,548.8,242.56,150.59,778.41,237.73,650.25,597.58,438.4,480.31,300.85,336.56,517.58,200.8,1098.92,287.21,962.37,244.4,429.58,567.17,571.48,701.09,380.27,367.85,675.92
28/07/2010,1352.3,620.59,1730.95,455.81,1472.82,526.73,69.63,584.84,1192.48,734.04,687.4,392.9,753.13,189.64,396.05,452.88,667.38,431.8,743.81,544.55,229.52,151.32,773.52,236.32,650.15,595.79,436.89,475.56,302.23,334.53,516.54,200.68,1091.8,282.77,957.4,241.2,427.79,567.03,567.12,698.17,378.13,364.1,666.68
29/07/2010,1346.64,618.7,1729.97,450.42,1458.95,524.13,68.87,585.11,1168.28,732.95,687.11,393.81,748.91,188.05,404.02,451.22,663.97,427.76,725.8,549.58,229.24,150.8,768.97,236.33,648.84,593.71,433.25,471.39,301.14,329.04,515.19,200.2,1089.27,280.25,952.73,240.71,427.63,568.53,561.19,693.64,371.66,364.91,665.92
30/07/2010,1358.55,621.74,1731.98,446.75,1460.7,523.5,69.23,585.34,1177.7,730.29,684.68,394.4,754.4,188.16,406.48,455.39,668.41,427.69,731.85,547.85,230.28,150.97,774.62,236.09,654.71,595.03,437.35,469.01,301.38,327.12,515.83,199.11,1090.85,281.27,949.98,240.51,430.19,570.95,562.07,698.19,369.33,364.93,668.12
2/08/2010,1380.58,632.7,1751.94,457.67,1484.57,533.33,71.64,597.17,1190.03,754.98,709.24,401.64,770.54,192.29,415.05,474.51,682.8,434.43,741.73,555.8,239.61,154.15,787.12,240.11,667.46,606.47,446.92,479.28,308.04,333.58,525.69,204.5,1107.53,288.96,970.73,247.51,442.66,584.99,570.55,710.72,376.58,373.48,680.7
3/08/2010,1386.72,630.9,1751.15,455.33,1476.98,532.37,70.92,603.38,1177.88,759.3,710.82,399.36,767.72,188.94,404.44,469.09,681.39,431.79,736.15,552.07,233.23,154.26,774.34,239.41,661.86,603.26,442.14,477.54,307.54,332.51,522.84,201.14,1111.14,285.26,962.37,244.4,434.93,571.19,565.02,702.88,374.87,369.59,686.38
4/08/2010,1403.47,643.34,1756.47,457.18,1482.75,535.97,71.38,608.21,1190.43,763.27,715.32,403.61,778.67,194.38,403.52,473.04,690.42,430.04,744.45,555.91,233.52,153.95,783.3,241.02,669.49,607.81,447.36,480.05,307.34,333.06,525.32,203.59,1116.17,286.13,970.1,243.73,438.79,575.77,568.31,710.73,375.14,370.75,692.83
5/08/2010,1409.52,642.78,1749.51,455.63,1474.29,533.1,70.51,606.53,1182.59,763.86,716.58,403.74,779.9,195.71,406.6,468.98,692.17,426.39,746.61,552.96,234.38,154.47,784.4,241.09,673.44,608.26,449.79,478,308.35,333.37,526.06,203.67,1108.84,284.51,971.11,242.45,439.08,578.33,567.43,711.36,374.61,369.27,692.61
6/08/2010,1414.13,646.53,1762.66,453.63,1471.57,531.83,70.31,608.74,1179.91,754.29,707.98,402.05,783.05,191.2,404.99,470.91,684.78,424.72,748.5,551.43,228.95,153.85,783.01,239.74,671.06,605.47,445.12,476.34,306.53,333.79,524.29,203.68,1113.14,285.35,967.55,239.54,438.22,575.38,568.72,709.19,375.04,366.74,695.04
9/08/2010,1413.43,653.68,1769.15,453.9,1484.5,534.67,71.15,611.5,1182.71,759.52,711.87,405.14,784.22,192.84,411.41,473.21,693.98,426.4,747.97,557.32,225.43,155.41,790.51,239.97,674.78,609.29,447.83,477.63,309.41,335.04,527.34,205.2,1120.48,288.28,975.03,240.07,441,581.04,571.34,714.99,376.33,369.37,696.98
10/08/2010,1413.55,646.46,1778.7,446.22,1465.22,530.43,70.5,613.97,1188.58,754.86,706.28,400.95,778.54,191.34,408.69,464.17,688.8,423.89,747.61,554.64,218.01,156.1,784.95,237.74,667.98,603.79,445.99,471.46,310.12,336.24,524.26,201.94,1120.32,284.95,965.54,236.93,436.7,578.25,571.41,710.12,377.67,365.79,698.85
11/08/2010,1374.59,626.92,1748.1,433.03,1423.93,519.92,68.81,598.44,1159.12,734.11,685.45,389.78,755.39,185.83,391.23,442.45,662.33,413.16,732.59,536.25,208.11,153.52,768.29,229.87,639.97,582.2,432.15,459.58,304.28,329.28,505.43,194.36,1101.67,276.32,925.84,227.28,421.53,560.83,560.09,691.58,370.56,353.02,680.62
12/08/2010,1375.48,630.49,1749.69,423.15,1412.74,513.67,67.93,601.68,1157.69,731.01,681.89,388.62,769.06,185.01,384.75,444.4,656.95,415.87,735.46,532.7,208.11,154.94,765.25,227.91,634.52,577.02,429.57,451.33,306.9,327.98,500.32,191.83,1096.84,275.6,913.35,226.4,423.65,561.8,558.63,690.57,369.34,350.87,683.19
13/08/2010,1373.91,627.69,1749.77,419.97,1405.21,510.72,67.79,598.63,1146.34,728.36,679.49,388.37,758.57,184.22,382.53,441.31,653.34,414.45,737.38,528.8,208.11,154.72,757.41,226.88,633.87,575.3,425.69,448.3,306.5,329.33,501.41,189.59,1099.51,274.94,907.48,225.87,421.6,560.93,557.75,685.04,370.88,349.65,680.65
16/08/2010,1366.47,628.14,1754.55,422.6,1409.4,511.09,67.78,597.03,1147.72,728.09,679.95,387.75,765.96,184.92,378.3,444.12,653.54,412.62,739.71,528.21,205.45,154.42,759.56,227.15,635.55,575.11,425.41,449.98,306.03,329.38,498.69,189.66,1099.59,273.57,906.62,225.67,423.39,562.43,558.43,685.45,370.94,349.06,678.19
17/08/2010,1387.07,641.58,1777.07,426.96,1433.75,516.65,69.55,603.6,1156.33,737.89,689.96,392.17,775.97,187.96,383.25,457.75,668.98,415.58,746.47,535.29,209.25,155.86,770.23,230.06,651.23,585.61,428.41,454.74,309.9,332.6,507.14,193.15,1104.51,278.4,924.62,225.21,432.9,574.72,563.85,694.11,374.34,351.88,686.6
18/08/2010,1391.91,642.05,1782.2,430.45,1432.63,517.17,69.55,601.32,1160.74,730.37,682.69,395.95,780.14,189.17,383.3,460.59,673.23,414.01,748.34,534.73,208.11,156.94,779.26,230.5,649.03,586.58,431.36,456.99,311.98,330.83,508.04,194.39,1102.51,280.02,926.83,226.41,434.5,576.23,565.58,698.59,372.17,353.22,685.73
19/08/2010,1361.87,631.78,1759.79,423.37,1406.44,513.44,67.75,592.88,1150.06,720.32,672.29,389.67,765.21,186.35,369.65,450.83,659.65,408.3,738.59,523.64,202.5,154.93,769.95,224.53,640.19,574.35,422.58,451.37,307.58,326.15,497.69,189.38,1089.92,273.97,905.55,220.63,425.25,563.76,558.23,687.96,367.07,345.06,674.31
20/08/2010,1351.37,632.3,1757.16,423.37,1405.78,513.37,67.6,591.4,1144.45,712.73,663.87,389.93,757.62,185.62,365.92,446.5,657.67,407.38,741.23,522.56,201.83,152.79,771.37,222.92,636.07,571.56,420.62,451.34,303.9,326.76,496.06,187.55,1091.18,273.27,897.44,219.85,422.34,561.01,557.51,687.55,368.15,344.16,671.42
23/08/2010,1349.63,628.04,1752.18,417.35,1394.1,511.17,67.33,594.96,1145.5,714.97,665.14,388.33,753.16,183.44,363.36,438.92,651.46,408.29,740.77,518.99,199.93,152.86,770.48,221.62,621.9,565.41,416.27,446.95,303.35,328.57,488.56,185.63,1093.33,271.48,893.95,218.47,419.12,558.83,556.77,684.61,370.27,342.16,673.78
24/08/2010,1309.87,613.87,1750.39,409.32,1374.7,504.28,66.75,585.77,1138.85,704.48,656.45,385.02,738.64,180.05,355.22,421.26,638.94,399.97,734.91,510.15,195.46,153.63,765.02,217.68,608.75,554.7,408.67,439.53,303.61,329.23,477.22,180.18,1093,268.9,876.01,214.17,408.48,547.19,553.21,674.64,371.11,336.72,660.14
25/08/2010,1327.74,620.31,1756.6,411.96,1377.06,505.31,67.76,589.79,1139.85,703,654.58,386.9,744.74,183.19,358.48,420.5,638.64,401.47,736.56,512.19,193.36,154.42,774.8,217.46,607.79,554.49,411.31,441.48,305.64,328.36,475.66,180.8,1088.99,271.05,878.61,213.67,408.47,546.62,554.12,681.09,369.75,337.77,666.19
26/08/2010,1314.56,616.99,1740.19,406.72,1370.68,500.02,67.31,585.09,1126.99,696.98,648.31,384.24,743.95,180.44,355.58,419.81,640.15,396.77,732.98,507.32,189.18,153.52,766.88,216.26,604.22,552.64,409.44,436.31,304.2,326.68,476.03,179.35,1083.55,268.95,872.23,211.53,408.38,547.64,550.34,675.66,367.88,334.8,660.43
27/08/2010,1327.86,629.61,1743.73,410.84,1392.21,506.34,68.42,590.62,1136,714.24,666.01,394.57,760.31,182.14,370.76,439.53,653.13,397.48,746.22,515.34,193.93,155.09,772.52,219.7,621.91,563.82,416.65,441.23,307.12,332.89,485.88,184.82,1093.98,274.71,891.84,216.46,421.83,564.25,556.44,683.66,374.99,342.45,666.82
30/08/2010,1308.08,617.35,1740.74,406.87,1373.97,499.13,67.79,585.57,1122.79,704.86,656.39,389.01,751.55,178.92,360.73,433.25,642.99,391.99,737.16,504.32,190.03,153.36,760.13,216.31,607.59,554.69,410.97,436.05,303.22,328.18,477.33,181.32,1082.96,270.64,882.77,210.63,415.63,555.51,550.78,672.89,369.92,335.19,659.68
31/08/2010,1293.06,618.42,1735.36,403.9,1365.11,497.23,68.35,585.3,1121.67,704.42,654.47,392.41,767.13,179.43,366.34,438.77,644.07,387.98,736.89,504.22,194.69,155.02,758.18,215.23,609.07,552.54,413.46,433.56,306.8,329.44,472.88,180.3,1090.63,271.06,876.77,213.17,420.25,559.27,551.66,672.65,371.63,337.93,656.92
1/09/2010,1325.08,639.07,1778.81,414.87,1404.45,509.65,70.69,597.94,1146.36,728.69,678.52,402.69,773.65,185.03,384.07,460.01,670.06,397.92,746.05,520.37,205.35,157.84,781.43,223.23,639.29,573.35,426.41,444.91,312.12,336.94,487.67,186.91,1110.28,280.09,915.14,222.44,433.15,574.89,561.84,693.34,379.83,350.27,671.81
2/09/2010,1338.09,651.68,1792.01,420.33,1424.56,510.76,71.65,600.18,1155.8,733.88,684.43,403.27,786.77,188.32,388.86,466.3,679.41,403.65,748.04,525.19,209.25,157.76,795.02,225.99,651.07,581.57,432.73,448.53,312.88,336.66,493.08,189.1,1111.72,285.05,932.77,225,437.59,578.44,564.95,704.97,379.27,353.47,675.7
3/09/2010,1357.02,659.07,1813,428.31,1442.44,518.66,72.59,604.1,1167.17,740.38,690.71,408.14,784.84,191.34,400.81,473.21,688.3,407.3,753,539.25,213.06,158.16,803.18,229.61,661.91,589.96,439.17,456.33,314.46,338.76,499.19,194.45,1118.48,287.27,950.21,229.58,442.37,585.77,570.23,713.13,381.53,360.61,681.85
6/09/2010,1357.02,659.07,1813,428.31,1442.44,518.66,72.59,604.1,1167.17,740.38,690.71,408.14,784.84,191.34,400.81,473.21,688.3,407.3,753,539.25,213.06,158.16,803.18,229.61,661.91,589.96,439.17,456.33,314.46,338.76,499.19,194.45,1118.48,287.27,950.21,229.58,442.37,585.77,570.23,713.13,381.53,360.61,681.85
7/09/2010,1348.35,655.09,1809.6,423.49,1421.85,517.69,71.38,600.76,1161.02,728.11,679.95,402.02,790.34,187.89,388.53,473.32,683.66,404.16,746.52,526.21,209.44,157.27,792.87,228.39,654.35,584.07,429.76,453.14,313.02,336.73,492.26,189.66,1118.34,283.05,940.92,223.49,438.63,576.04,566.8,703.64,379.41,352.35,677.88
8/09/2010,1346.5,662.51,1814.72,425.54,1422.77,519.82,71.64,605.37,1163.45,732.94,685.7,405.91,791.9,188.49,392.25,479.87,691.94,405.79,752.38,528.43,205.35,157.99,798.06,231.29,661.03,589.37,432.95,455.18,314.81,335.44,496.05,188.8,1120.18,283.76,949.59,226.6,442.27,581.33,568.71,708.84,378.18,355.66,681
9/09/2010,1363.07,658.66,1819.63,425.46,1431.87,522.76,70.91,611.89,1163.54,734.89,687.65,408.83,779.56,189.16,396.81,476.45,690.22,409.02,757.66,532.68,209.82,160.15,798.15,233.09,658.74,590.28,435.12,456.3,318.14,337.81,494.51,189.46,1126.38,284.76,950.72,230.6,440.18,580.26,570.78,709.71,380.97,359.25,688.68
10/09/2010,1376.9,663.58,1844.97,423.1,1442.52,526.08,71.28,617.7,1165.39,741.07,695.12,409.97,783.75,188.89,395.37,481.56,693.39,411.74,762.32,535.21,213.06,160.35,802.71,234.9,664.57,594.55,441.23,456.25,318.87,336.44,500.36,190.21,1130.05,286.27,949.2,230.38,442.91,582.44,573.49,715.68,378.69,359.83,695.38
13/09/2010,1383.05,669.79,1839.53,433.2,1457.23,537.43,72.24,617.21,1171.94,743.08,698.68,414.02,786.32,192.76,404.49,494.65,696.75,412.59,763.1,543.23,219.44,161,810.58,238.08,678.43,601.11,445.41,466.66,320.07,337.98,501.76,194.03,1125.01,289.54,965.05,237.23,450.19,590.77,574.63,721.93,379.99,367.04,696.06
