Date,FTSE UK MINING - PRICE INDEX,FTSE UK OIL & GAS - PRICE INDEX,FTSE UK OIL & GAS PROD - PRICE INDEX,FTSE UK AERO/DEFENSE - PRICE INDEX,FTSE UK AUTO & PARTS - PRICE INDEX,FTSE UK BANKS - PRICE INDEX,FTSE UK BASIC MATS - PRICE INDEX,FTSE UK BEVERAGES - PRICE INDEX,FTSE UK CHEMICALS - PRICE INDEX,FTSE UK CONSUMER GDS - PRICE INDEX,FTSE UK CONSUMER SVS - PRICE INDEX,FTSE UK ELECTRICITY - PRICE INDEX,FTSE UK EQT IVST INS - PRICE INDEX,FTSE UK FD & DRUG RTL - PRICE INDEX,FTSE UK FD PRODUCERS - PRICE INDEX,FTSE UK FIN SVS L - PRICE INDEX,FTSE UK FINANCIALS - PRICE INDEX,FTSE UK FXD LINE T/CM - PRICE INDEX,FTSE UK GEN RETAILERS - PRICE INDEX,FTSE UK H/C EQ & SVS - PRICE INDEX,FTSE UK HEALTH CARE - PRICE INDEX,FTSE UK INDUSTRIALS - PRICE INDEX,FTSE UK LIFE INSURANCE - PRICE INDEX,FTSE UK MEDIA - PRICE INDEX,FTSE UK NONLIFE INSUR - PRICE INDEX,FTSE UK PERSONAL GOODS - PRICE INDEX,FTSE UK PHARM & BIO - PRICE INDEX,FTSE UK SUPPORT SVS - PRICE INDEX,FTSE UK TECHNOLOGY - PRICE INDEX,FTSE UK TELECOM - PRICE INDEX,FTSE UK TOBACCO - PRICE INDEX,FTSE UK TRAVEL & LEIS - PRICE INDEX,FTSE UK UTILITIES - PRICE INDEX,FTSE W UK CON & MAT L - PRICE INDEX,FTSE W UK ELTRO/ELEC EQ L - PRICE INDEX,FTSE W UK INDS ENG L - PRICE INDEX,FTSE W UK INDS TRANSPT L - PRICE INDEX,FTSE W UK INDUSTRIAL MET L - PRICE INDEX,FTSE W UK IT TCH H/W & EQ - PRICE INDEX
31/01/2006,928.89,670.93,553.95,218.81,350.01,841.83,251.97,536.81,257.64,344.77,286.24,637.31,528.57,312.28,303.82,410.39,498.86,245.92,211.11,1672.98,369.12,231.89,332.63,255.34,84.36,1824.36,619.09,241.46,9.9,185.24,863,434.78,658.59,231.43,3.03,139.82,197.5,205.02,3.85
1/02/2006,944.97,669.99,553.18,222.86,349.72,855.2,256.04,541.88,259.3,347.79,288.69,642.95,530.99,310.73,305.88,415.45,506.11,243.82,213.3,1643,370.46,234.52,334.55,260.25,85.54,1842.35,621.88,242.26,10,183.67,866.71,436.58,664.23,236.42,3.03,139.82,198.29,210.16,3.85
2/02/2006,927.74,654.24,540.17,222.08,357.96,845.79,251.83,541.72,256.97,348.01,289.03,646.82,524.49,314.49,304.62,411.16,500.97,244.76,213.04,1628.01,364.54,234.97,331.29,258.44,84.87,1848.7,611.78,243.54,9.86,183.2,869.63,438.88,677.98,234.1,3.03,139.82,200.3,211.63,3.85
3/02/2006,924.03,652.86,539.03,222.17,357.08,848.57,251.14,543.26,256.74,350.1,290.63,648.69,524.84,318.91,307.43,409.93,502.08,244.8,212.44,1607.02,367.55,234.88,332.46,260.55,84.53,1824.36,617.33,242.82,9.8,183.82,874.67,439.7,678.47,235.35,3.03,139.82,200.63,217.51,3.85
6/02/2006,928.45,656.36,541.93,220.69,360.62,851.81,252.04,541.28,255.96,350.66,291.38,658.55,527.53,319.27,307.44,409.96,503.96,247.47,214.4,1616.01,366.85,234.13,333.91,260.66,84.87,1839.17,615.98,242.83,9.8,183.02,876.51,439.85,679,236.78,3.03,139.82,199.73,216.78,3.85
7/02/2006,913.61,642.82,530.74,221.51,356.49,852.96,248.38,537.79,255.64,349.65,291.32,652.28,526.06,322.43,306.63,419.29,504.96,254.19,212.78,1596.53,367.86,234.75,334.91,260.66,84.7,1820.12,618.02,242.65,9.73,183.8,875.71,438.54,675.86,235.89,3.03,139.82,202.09,210.16,3.85
8/02/2006,885.09,633.71,523.22,221.85,355.31,853.74,241.54,540.86,253.36,350.86,290.97,656.49,523.85,320.1,306.09,412.92,504.02,253.43,214.63,1592.03,367.55,237.82,330.32,259.5,84.03,1824.36,617.56,241.59,9.7,185.53,874.82,438.3,683.52,235.35,3.03,139.82,218.1,210.16,3.85
9/02/2006,910.74,644.12,531.82,219.57,361.79,870.03,247.64,541.08,253.69,354.74,292.42,656.22,529.53,316.33,309.51,416.96,512.32,250.84,215.8,1562.05,375.97,239.75,332.69,263.8,84.53,1841.29,632.68,245.06,9.94,188.5,900.53,440.09,680.63,243.55,3.03,139.82,222.93,215.31,3.85
10/02/2006,881.88,636.48,525.51,218.78,362.97,866.09,240.69,539.42,253.62,351.91,291.69,658.12,522.52,314.76,305.38,416.5,511.43,253.4,216.02,1556.05,369.82,238.45,335.59,262.36,85.37,1864.57,622.05,244.53,9.85,189.22,890.59,440.42,679.99,244.62,3.03,139.82,219.16,205.75,3.85
13/02/2006,879.21,641.7,529.82,219.38,362.97,871.94,240.18,541.02,254.4,354.05,292.45,661.57,527.49,317.64,308.98,420.23,514.65,256.19,216.03,1550.05,372.89,238.45,337.82,263.67,84.7,1858.22,627.49,243.12,9.8,189.37,895,438.24,680.23,246.4,3.03,139.82,219.83,205.75,3.85
14/02/2006,885.64,636.5,525.53,221.11,365.04,876.42,241.16,540.38,251.7,353.49,292.45,653.66,532,320.53,309.19,418.93,517.13,256.41,216.72,1539.56,370.97,238.85,338.82,262.93,83.52,1848.7,624.29,242.7,9.74,191.25,890.22,434.73,674.03,244.8,3.03,139.82,219.6,200.61,3.85
15/02/2006,888.46,639.35,527.89,222.5,364.45,874.16,241.63,540.52,250.32,355.18,293.31,649.37,530.29,322.21,310.7,417.15,516.24,254.76,217.1,1550.05,367.03,240.38,340.44,263.13,83.69,1865.63,617.27,243.27,9.85,189.13,896.67,436.99,672.92,244.44,3.03,139.82,223.55,200.61,3.85
16/02/2006,890.37,642.51,530.49,227.64,367.39,879.64,242.72,548.28,254.58,357.13,293,654.02,530.7,322.91,311.61,424.77,519.61,254.93,215.89,1560.55,367.79,243.14,343.94,261.47,83.86,1855.04,618.44,243.93,9.87,194.71,895.29,440.61,675.91,246.76,3.03,139.82,226.01,204.28,3.85
17/02/2006,927.97,645.04,532.58,227.96,370.63,879.72,251.33,556.24,253.78,358.33,292.27,652.92,536.15,322.4,310.83,427.26,520.13,255.96,214.64,1556.05,367.09,243.35,345.11,260.39,84.7,1850.81,617.29,244.55,9.78,194.56,893.88,441.65,674.31,248.19,3.03,139.82,224.89,206.49,3.85
20/02/2006,939.86,653.62,539.66,226.98,367.98,877.71,254.43,554.77,256.58,357.5,291.89,654.15,534.65,321.73,308.34,434.9,519.88,255.24,215.16,1547.06,367.32,243.26,344.88,259.82,84.87,1849.75,617.82,244.28,9.85,192.6,897,440.38,678.85,247.47,3.03,139.82,226.72,207.22,3.85
21/02/2006,937.06,649.32,536.11,225.18,373.58,879.75,253.68,554.83,256.12,358.88,290.64,663.52,535.1,321.79,310.96,436.36,522.07,254.53,213.24,1554.55,367.52,242.54,350.15,259.31,85.54,1867.74,618.06,245.87,10.05,189.71,900,437.06,685.82,247.3,3.03,139.82,224.24,205.75,3.85
22/02/2006,947.65,640.01,528.43,228.15,380.06,887.63,256.4,558.12,258.06,361.35,291.57,670.76,535.89,325.08,314.86,443.78,526.19,252.45,214.05,1563.55,371.77,245.07,350.18,259.06,86.38,1881.5,625.33,248.35,10.13,187.22,903.39,437.8,691.76,249.26,3.03,139.82,223.27,207.22,3.85
23/02/2006,936.24,633.17,522.78,219.61,375.64,890.48,253.3,554.48,254.22,359.35,288.99,663.8,533.57,325.35,311.66,441.64,527.58,251.86,214.98,1557.55,370.08,242.16,350.94,253.09,87.89,1921.71,622.47,249,10.1,185.28,897.45,433.04,683.68,253.36,3.03,139.82,222.89,207.22,3.85
24/02/2006,921.96,634.69,524.04,221.27,370.93,902.82,250.14,552.23,253.75,359.06,292.08,666.28,534.4,334.26,312.3,440.53,533.39,253.56,213.89,1545.56,367.99,242.87,353.66,257.51,87.89,1907.95,619.01,249.37,10.21,185.24,896.1,432.82,691.1,250.68,3.03,139.82,223.94,212.37,3.85
27/02/2006,919.94,633.68,523.2,222.82,372.99,907.15,249.97,554.56,256.11,360.07,294.25,678.1,537.56,338.83,313.64,447.12,537.19,250.9,216.12,1547.06,370.53,244.07,356.62,257.42,89.57,1925.94,623.41,251.16,10.48,180.81,896.24,436.92,698.25,251.4,3.03,139.82,223.18,212.37,3.85
28/02/2006,900.14,620.68,512.46,216.65,400.39,903.82,245.01,551.55,253.01,360.06,290.95,663.99,532.21,334.83,310.68,438.17,532.98,247.5,214.48,1523.07,365.23,240.03,349,253.51,87.39,1940.76,614.52,250.74,10.35,174.4,906.38,433.31,685.96,248.37,3.03,139.82,218.68,211.63,3.85
1/03/2006,915.02,632.54,522.26,219.12,400.98,901.63,248.97,557.34,257.17,363.05,292.46,664.19,534.88,337.13,314.45,438.18,532.88,251.25,214.59,1536.56,369.57,241.87,350.28,255.9,86.88,1930.18,621.9,252.06,10.25,178.4,914.53,434.09,687.77,248.37,3.03,139.82,219.93,212.37,3.85
2/03/2006,914.14,630.27,520.39,217.84,393.02,897.96,248.82,556.84,257.2,363.53,291.05,658.83,535.11,333.35,313.66,436.33,532.1,249.43,214.55,1527.57,369.25,240.71,353.84,255.74,89.07,1948.17,621.47,251.4,10.12,178.41,921.41,430.22,685.71,245.51,3.03,139.82,220.68,213.84,3.85
3/03/2006,909.48,633.47,523.02,219.16,397.74,891.71,247.83,560.34,256.31,365.34,292.11,660.45,535.08,336.56,313.24,430.67,527.72,263.23,216.19,1520.07,370.75,242.04,348.78,255.58,86.71,1968.27,624.2,251.26,10.06,192.35,931.17,430.04,683.53,244.8,3.03,139.82,224.78,219.71,3.85
6/03/2006,906.57,631.61,521.49,219.94,402.16,901.21,247.39,561.9,258.13,367.41,292.72,660.85,537.8,336.61,312.76,436.86,533.7,275.21,216.64,1544.06,373.68,243.87,353.96,255.78,88.06,1995.79,628.95,252.98,10.12,198.61,947.4,432.67,686.97,249.44,3.03,139.82,226.61,219.71,3.85
7/03/2006,878.67,627.53,518.12,220.01,394.5,894.62,240.55,561.8,256.19,368.74,291.91,654.51,533.03,333.27,314.3,428.65,528.16,272.81,216.37,1535.06,375.47,242.92,347.77,257.31,86.38,1978.86,632.21,251.25,10.01,196.68,951,428.42,683.15,246.23,3.03,139.82,225.69,213.84,3.85
8/03/2006,862.42,629.11,519.42,216.87,380.95,881.83,236.44,555.3,252.56,364.56,289.33,646.49,525.2,328.5,311.77,422.14,519.71,268.12,213.99,1527.57,383.03,240.39,339.45,256.43,84.36,1961.92,645.5,248.61,9.87,194.38,943.02,424.54,673.47,243.55,3.03,139.82,224.34,216.04,3.85
9/03/2006,865.05,630.63,520.69,219.63,381.83,884.98,237.23,557.5,254.06,367.26,291.33,650.84,531.96,327.22,314.56,428.89,522.78,270.67,216.28,1539.56,391.9,241.87,344.82,258.95,85.71,1983.09,660.79,253.45,10.07,196.95,950.31,428.83,674.99,247.3,3.03,139.82,213.23,216.04,3.85
10/03/2006,877.06,634.91,524.22,221.14,378.29,893.54,240.14,565.33,254.89,369.25,294.26,655.74,535.39,333.32,315.45,432.08,527.59,267.58,218.29,1556.05,396.93,245.35,348.08,260.7,87.22,1919.6,669.32,256.9,10.02,197.06,949.38,431.8,681.71,252.64,3.03,139.82,220.83,217.51,3.85
13/03/2006,879.49,641.35,529.53,219.82,387.72,897.65,240.87,563.81,255.12,369.31,297.75,656.71,540.66,332.28,313.3,441.17,531.5,270.74,222.95,1539.56,398.75,246.18,354.07,263,91.42,1952.4,672.75,258.5,10.02,203.74,956.04,441.53,684.94,255.68,3.03,139.82,224.05,221.92,3.85
14/03/2006,883.2,641.73,529.85,220.82,387.43,892.79,242.11,563.72,256.34,368.43,299.99,657.04,540.28,331.58,313.6,441.64,529.37,270.64,230.29,1583.03,398.94,247.11,352.85,262.88,90.41,1951.34,672.43,258.97,10.07,202.49,947.69,442.9,685.03,264.23,3.03,139.82,223.76,229.27,3.85
15/03/2006,913.06,649.23,536.04,219.39,379.77,890.53,248.99,565.01,257.95,366.74,300.14,662.72,542.42,329.64,312.28,450.99,530.06,267.26,230.74,1607.02,395.28,246.55,357.46,262.67,88.73,1972.51,665.69,259.09,10.09,199.78,943.55,446.19,690.23,266.37,3.03,139.82,223.15,224.12,3.85
16/03/2006,917.55,645.65,533.09,220.47,385.95,895.53,251,570.21,258.92,369.69,300.77,666.84,544.25,330.88,312.43,454.9,533.82,276.68,230.96,1617.51,395.18,249.27,361.84,263.26,92.93,2003.19,665.36,262.2,10.21,205.01,955.96,446.8,691.88,272.26,3.03,139.82,226.16,250.58,3.85
17/03/2006,907.39,645.55,533.01,224.04,387.13,899.07,248.55,571.92,259.48,369.13,301,663.74,546.19,331.22,311.81,458.21,539.01,274.17,229.94,1611.52,393.56,249.82,377.81,263.97,93.77,2009.54,662.63,261.46,10.21,203.37,950.29,448.21,690.69,267.62,3.03,139.82,224.73,244.7,3.85
20/03/2006,914.58,642.16,530.2,223.62,393.02,898.24,250.26,570.97,259.04,368.52,300.09,659.35,550.49,330.88,309.95,458.97,540.58,269.89,228.74,1605.52,392.56,250.4,388.87,263.45,94.11,1984.15,660.97,260.9,10.13,200.83,946.19,446.32,687.14,277.43,3.03,139.82,226.55,248.37,3.85
21/03/2006,904.14,639.35,527.88,225.08,390.37,899.76,248.75,571.99,258.86,368.05,301.03,660.5,549.49,332.8,309.69,456.96,540.62,273.7,229.28,1589.03,390.92,251.11,386.78,264.46,94.78,1971.45,658.35,260.75,10.13,203.6,940.08,446.33,688.63,277.07,3.03,139.82,226.82,276.3,3.85
22/03/2006,905.75,641.71,529.83,223.73,392.44,898.48,249.28,566.34,262.42,366.94,304.61,663.63,549.91,336.41,311.32,458.04,542.74,278.61,230.44,1599.52,392.81,250.97,382.48,270.75,95.62,1958.75,661.5,261.13,10.17,202.55,938.11,447.38,688.39,279.21,3.03,139.82,227.24,267.48,3.85
23/03/2006,925,638.87,527.48,222.72,386.54,896.73,253.3,565.18,261.01,364.77,302.55,660.34,550.2,330.65,309.93,455.63,540.82,276.49,227.07,1596.53,391.31,250.41,383.68,271.62,95.45,1971.45,658.93,260.67,10.09,201.59,930.01,446.16,684.27,277.78,3.03,139.82,228.27,260.86,3.85
24/03/2006,952.21,651.16,537.64,225.64,388.61,897.7,259.86,566.35,262.23,365.68,305.8,669.86,554.74,338.61,310.94,460.19,540.91,276.45,230.42,1616.01,394.94,252.22,379.59,271.93,96.46,1965.1,664.97,260.73,10.15,199.42,930.52,449.56,688.7,279.75,3.03,139.82,230.03,266.01,3.85
27/03/2006,944.52,644.6,532.22,221.47,395.68,886.81,257.87,562.1,260.42,361.5,303.11,666.86,550.59,333.79,306.32,452.68,534.23,273.73,227.2,1584.53,389.99,249.6,375.43,271.3,94.61,1951.34,656.8,259.23,10.02,197.75,920.6,446.08,683.24,274.75,3.03,139.82,230.53,266.01,3.85
28/03/2006,940.55,647.39,534.52,219.94,398.92,883.03,256.63,563.26,259.28,360.91,300.61,660.58,550.08,333.08,306.05,452.75,531.11,269.6,223.13,1542.56,386.92,248.43,370.06,268.79,92.93,1938.64,652.06,258.52,10.01,190.92,914.43,444.84,673.83,271.9,3.03,139.82,230.19,260.13,3.85
29/03/2006,945.62,656.01,541.64,221.76,397.15,882.85,257.58,563.4,257.46,360.29,300.28,662.8,553.97,329.53,304.57,451.26,531.48,270.67,225.03,1542.56,385.88,249.09,371.25,268.06,93.27,1941.82,650.25,257.13,9.99,194.17,912.6,445.45,676.72,272.44,3.03,139.82,231.75,260.86,3.85
30/03/2006,990.56,659.26,544.32,225.42,396.56,893.79,268.09,568.62,258.51,363.21,300.21,668.44,557.4,329.03,306.95,453.17,537.23,270.99,224.69,1548.56,387.44,250.78,373.9,268.45,93.94,1947.11,652.88,257.5,10.09,194.84,920,445.36,681.17,273.86,3.03,139.82,231.81,263.07,3.85
31/03/2006,975.29,652.05,538.37,223.57,391.85,888.23,264.27,564.17,257.14,361.51,298.96,663.14,557.01,325.87,307.53,454.37,533.69,265.32,223.57,1532.07,385.84,249.46,369.65,266.92,92.6,1961.92,650.34,257.18,10.14,191.46,911.19,447.43,674.56,268.87,3.03,139.82,230.28,258.66,3.85
3/04/2006,1017.16,662.85,547.28,223.92,394.5,893.73,273.87,567.98,257.89,362.28,299.45,663.58,559.05,327.14,307.86,463.66,537.47,263.54,223.8,1559.05,389.18,250.8,373.05,266.08,94.28,1947.11,655.77,258.55,10.05,192.4,906.65,450.72,676.82,275.11,3.03,139.82,230.97,255.72,3.85
4/04/2006,1023.57,656.25,541.84,228.83,393.91,889.8,275.41,562.02,258.3,361.28,298.67,669.39,556.15,325.33,304.53,458.56,535.29,261.96,224.32,1547.06,385.09,252.55,372.84,265.17,94.78,1920.65,648.81,258.58,10.07,192.46,912.29,449.13,681.6,273.86,3.03,139.82,229.99,256.46,3.85
5/04/2006,1048.88,665.47,549.45,228.95,397.15,891.77,281.49,567.79,260.68,363,298.81,676.23,557.57,327.43,307.15,462.38,536.05,263.95,224.98,1607.02,385.86,252.36,370.63,263.49,93.94,1904.78,649.27,258.88,9.99,194.93,910.1,450.06,684.23,268.51,3.03,139.82,230.22,255.72,3.85
6/04/2006,1054.14,665.43,549.41,229.33,395.97,891.92,283.41,562.73,264.67,361.73,297.89,678.51,558.86,326.03,305.17,464.74,536.66,262.75,224.73,1607.02,383.17,253.14,373.48,262.26,92.93,1913.25,644.58,259.21,9.98,195.66,913.31,449.37,687.85,270.65,3.03,139.82,232.39,262.33,3.85
7/04/2006,1026.81,671.12,554.11,229.34,391.26,888.4,277.19,560.6,264.82,359.17,296.4,665.74,560.03,323.64,302.88,459.81,533.92,258.56,224.17,1577.04,383.39,253.1,369.2,260.83,92.09,1893.14,645.4,259.19,9.84,196.83,903.83,447.31,676.39,264.77,3.03,139.82,234.7,263.07,3.85
10/04/2006,1048.7,683.46,564.3,227.15,390.08,890.07,282.08,562.2,263.82,359.36,298.02,668.07,560.41,326.95,304.68,455.81,534.65,259.92,223.57,1556.05,385.04,251.45,370.48,262.69,92.26,1887.85,648.58,257.83,9.84,197.67,898.47,450.27,677.75,263.16,3.03,139.82,233.52,263.07,3.85
11/04/2006,1057.78,685.36,565.87,223.44,390.08,876.89,283.72,551.02,262.19,355.23,295.63,657.57,555.74,324.52,301.89,446.11,526.09,254.61,224.09,1536.56,382.98,247.97,364.59,258.98,90.58,1892.08,645.29,254.25,9.71,193.42,897.11,445.69,667.76,257.64,3.03,139.82,232.36,255.72,3.85
12/04/2006,1040.85,681.26,562.49,223.3,379.77,876.02,279.74,559.68,261.74,357.57,293.74,659.2,552.22,324.5,300.35,442.07,525.12,252.8,220.87,1542.56,383.51,247.34,364.65,258.06,90.08,1946.05,646.12,253.66,9.61,194.05,905.97,441.8,667.35,257.82,3.03,139.82,230.34,254.25,3.85
13/04/2006,1032.14,680.01,561.46,226.31,379.18,879.69,278,561.56,262.87,359.61,295.75,660.22,555.63,327.19,302.9,451.48,528.17,254.93,220.76,1554.55,386.44,249.43,365.58,259.51,90.75,1947.11,651.06,254.94,9.71,199.33,907.73,448.39,668.2,262.63,3.03,139.82,231.08,257.93,3.85
14/04/2006,1032.14,680.01,561.46,226.31,379.18,879.69,278,561.56,262.87,359.61,295.75,660.22,555.63,327.19,302.9,451.48,528.17,254.93,220.76,1554.55,386.44,249.43,365.58,259.51,90.75,1947.11,651.06,254.94,9.71,199.33,907.73,448.39,668.2,262.63,3.03,139.82,231.08,257.93,3.85
17/04/2006,1032.14,680.01,561.46,226.31,379.18,879.69,278,561.56,262.87,359.61,295.75,660.22,555.63,327.19,302.9,451.48,528.17,254.93,220.76,1554.55,386.44,249.43,365.58,259.51,90.75,1947.11,651.06,254.94,9.71,199.33,907.73,448.39,668.2,262.63,3.03,139.82,231.08,257.93,3.85
18/04/2006,1068.47,690.43,570.06,226.76,374.46,872.24,286.21,557.78,261.89,356.88,293.88,663.9,554.65,324.61,299.79,455.45,525.64,254.26,220.26,1559.05,382.86,250.12,364.91,257.41,90.58,1938.64,644.75,255.18,9.56,199.22,902.92,445.55,670.19,260.13,3.03,139.82,234.3,257.93,3.85
19/04/2006,1077.6,694.11,573.1,228.61,373.87,878.39,288.66,564.07,263.78,361.47,296.27,678.32,559.36,327.2,300.49,462.63,529.68,256.95,221.7,1532.07,384.26,253.01,368.72,260.14,91.92,1968.27,647.58,258.93,9.6,198.73,926.31,448.29,683.91,271.19,3.03,139.82,235.7,261.6,3.85
20/04/2006,1043.05,692.95,572.14,228.36,374.17,879.04,280.64,574.31,265.29,363.27,297.48,680.78,559.86,325.46,302.42,463.55,529.6,255.04,222.35,1502.08,387.53,252.43,366.94,263.58,91.92,1950.28,653.73,256.98,9.62,198.73,925.75,448.75,687.23,268.16,3.03,139.82,237.1,252.78,3.85
21/04/2006,1076.35,705.49,582.49,230.78,370.93,879.87,288.69,576.73,266.68,366.12,298.9,681.03,562.61,325.56,305.09,469.19,530.08,255.61,223.65,1554.55,389.61,254.08,365.1,264.2,92.76,1959.81,656.58,258.13,9.58,198.82,937.78,454.36,691.03,272.97,3.03,139.82,237.28,260.13,3.85
24/04/2006,1072.96,706.72,583.51,231.25,372.99,869.05,287.59,577.44,265.07,365.5,297.61,678.68,559.99,324.03,303.24,464.43,523.62,260.19,222.59,1560.55,385.57,253.57,359.23,263.82,91.92,1989.44,649.45,257,9.54,197.72,938.3,450.67,692.09,273.15,3.03,139.82,236.26,256.46,3.85
25/04/2006,1065.03,699.49,577.54,229.15,373.87,870.53,285.75,574.3,264.11,364.07,298.18,672.95,560.54,321.87,303.04,468.72,525.16,263.44,223.12,1548.56,386.59,252.61,362.58,265.66,92.43,1998.96,651.4,257.51,9.57,197.93,931.36,451.82,689.63,272.08,3.03,139.82,234.94,259.4,3.85
26/04/2006,1064.4,698.75,576.93,231.01,383.01,875.98,285.69,574.43,265,364.63,298.71,668.34,561.25,320.98,302.07,478.6,529.07,262.5,224.92,1529.07,386.29,254.5,367.82,265.73,93.77,2000.02,651.17,261.35,9.66,199.94,930.87,452.79,688.22,266.91,3.03,139.82,233.86,258.66,3.85
27/04/2006,1031.13,684.46,565.12,229.11,374.76,871.14,277.59,572.37,263.31,362.73,297.65,660.33,558.49,320.21,300.65,471.07,525.02,261.98,223.43,1385.15,395.22,252.55,361.84,264.73,93.1,1996.84,668.87,258.6,9.47,203.24,922.39,452.33,680.05,266.91,3.03,139.82,233.71,250.58,3.85
28/04/2006,1026.64,674,556.49,226.6,369.46,872.49,276.49,565.18,263.32,358.55,294.77,659.06,554.87,317.89,297.11,462.28,524.45,261.19,221.72,1359.67,397.6,250.5,360.33,261.46,92.76,1995.79,673.39,257.27,9.27,201.88,918.27,447.78,679.03,261.2,3.03,139.82,232.74,248.37,3.85
1/05/2006,1026.64,674,556.49,226.6,369.46,872.49,276.49,565.18,263.32,358.55,294.77,659.06,554.87,317.89,297.11,462.28,524.45,261.19,221.72,1359.67,397.6,250.5,360.33,261.46,92.76,1995.79,673.39,257.27,9.27,201.88,918.27,447.78,679.03,261.2,3.03,139.82,232.74,248.37,3.85
2/05/2006,1064.23,685.78,566.22,228.1,361.21,882.35,285.55,568.82,264.61,360.47,295.89,667.64,555.59,318.99,300.38,467.96,530.02,259.58,223.42,1373.16,396.17,251.75,364.43,262.17,93.77,1968.27,670.7,258.59,9.39,199.46,917.14,448.45,683.38,263.88,3.03,139.82,232.77,257.19,3.85
3/05/2006,1044.07,673.05,555.71,223.71,364.45,873.9,281.11,562.31,265.42,355.87,293.43,667.83,550.73,317.2,296.85,468.13,525.29,257.23,223.34,1349.18,393.79,248.17,359.94,258.61,92.76,1974.62,666.9,255.3,9.48,196.93,901.06,443.13,681.96,263.52,3.03,139.82,231.48,259.4,3.85
4/05/2006,1072.19,676.69,558.71,224.98,369.46,877.03,288.39,564.79,271.75,356.47,295.34,671.43,551.02,316.32,292.53,470.29,527.51,254.75,224.78,1313.2,391,248.81,360.5,260.89,92.76,1992.61,662.57,256.43,9.61,195.91,913.45,448.89,684.69,263.16,3.03,139.82,231.36,260.86,3.85
5/05/2006,1103.15,680.33,561.72,225.12,371.52,885.15,295.62,565.89,270.29,357.74,299.43,673.9,557.96,319.39,294.21,483.42,533.44,256.69,229.46,1304.2,390.34,249.9,365.47,265.22,94.28,2003.19,661.55,258.41,9.68,199.3,920.74,451.52,685.97,263.52,3.03,139.82,232.9,270.42,3.85
8/05/2006,1099.24,670.79,553.84,225.63,367.69,886.66,294.63,564.96,270.35,356.12,298.53,668.06,557.73,317.44,292.4,486.54,534.81,259.06,229.41,1304.2,389.72,250.78,365.93,263.75,95.45,2026.47,660.46,259.49,9.84,197.22,914.16,452.13,682.68,266.02,3.03,139.82,234.13,267.48,3.85
9/05/2006,1116.01,676.79,558.79,227.47,371.52,886.24,298.54,565.53,270.1,356.99,300.18,672.76,560.57,319.69,292.66,479.32,534.04,262.43,232.06,1319.2,393.97,250.86,364.81,263.78,95.45,2026.47,667.66,258.49,9.55,202.7,915.88,454.66,684.51,263.88,3.03,139.82,233.46,270.42,3.85
10/05/2006,1124.18,667.69,551.28,225.2,373.87,883.92,300.63,564.59,271.43,356.21,301.58,673.99,559.46,323.33,292.74,476.9,532.32,258.03,236.98,1379.16,391.18,249.88,362.96,261.65,94.28,2034.94,661.9,258.68,9.59,201.99,908.43,454.13,683.78,265.66,3.03,139.82,233.15,271.89,3.85
11/05/2006,1134.1,667.53,551.15,224.43,374.76,873.76,302.77,566.26,270.95,354.81,300.05,665.7,554.24,323.88,290.72,472.21,526.4,253.89,233.26,1362.67,386.17,248.44,359.3,261.23,93.44,2027.53,653.42,257.49,9.5,197.93,898.82,451.67,673.94,262.81,3.03,139.82,232.03,269.68,3.85
12/05/2006,1087.02,651.21,537.68,217.72,362.09,853.76,291.22,556.42,268.16,350.02,295.85,652.58,537.31,320.96,286.81,460.98,513.75,250.75,230.18,1332.69,383.16,242.68,348.32,257.07,91.42,2006.37,648.61,251.11,9.19,193.1,893.38,443.85,663.7,255.5,3.03,139.82,231.21,257.19,3.85
15/05/2006,1023.32,640.9,529.16,213.37,349.72,850.13,275.83,546.59,264.3,345.17,292.84,652.78,529.29,318.19,284.19,444.04,509.8,256.31,227.27,1337.18,382.64,237.56,345.75,254.57,90.41,1934.41,647.64,245.12,9.02,195.85,888.61,439.55,666.08,246.76,3.03,139.82,229.41,247.64,3.85
16/05/2006,997.94,638.77,527.4,210.47,350.01,854.59,269.58,550.49,263.43,348.74,293.33,660.76,529.9,321.84,287.89,436.58,511.13,254.21,227.34,1352.18,388.5,235.87,346.21,256.72,88.9,1922.77,657.63,244.75,8.95,196.13,899.46,431.29,670.47,243.37,3.03,139.82,228.46,237.79,3.85
17/05/2006,948.04,616.52,509.04,201.99,333.81,831.54,257.06,541.15,258.8,341.53,286.65,640.21,507.81,317.97,278.52,423.4,496.18,248.78,220.61,1308.7,380.99,228.53,334.08,250.86,87.05,1849.75,645.18,237.4,8.7,190.94,884.67,419.76,652.78,233.75,3.03,139.82,226.85,222.21,3.85
18/05/2006,946.56,617.01,509.43,202.32,326.44,831.5,256.63,535.75,258.78,338.62,286.27,635.95,509.1,318.2,277.25,417.72,495.12,266.58,221.47,1301.21,379.31,227.79,331.3,249.83,85.03,1842.35,642.36,236.17,8.59,194.44,876.34,417.49,650.94,229.82,3.03,139.82,224.54,219.57,3.85
19/05/2006,924.7,618.92,511.02,202.6,321.73,830.46,251.6,528.39,257.7,336.86,285.96,629.91,508.35,320.01,274.96,422.32,495.12,264.2,220.05,1287.71,378.54,228.73,331.34,248.26,85.2,1857.16,641.21,237.06,8.54,192.51,876.33,420.17,647.28,232.14,3.03,139.82,226.46,223.24,3.85
